,ORF,gene_length,gene_distance_to_end_of_chromosome_near_end,gene_distance_to_end_of_chromosome_far_end
2971,YJR117W,509,0.14228799999999997,0.1441026666666667
2972,YJR116W,743,0.14456000000000002,0.14567866666666662
2973,YJR115W,605,0.14617733333333338,0.146856
2974,YJR113C,851,0.14814533333333335,0.14913600000000005
2975,YJR112W,2066,0.14993199999999995,0.1507386666666667
2976,YJR111C,3356,0.15117066666666668,0.1523053333333333
2977,YJR110W,371,0.1525373333333333,0.15529199999999999
2978,YJR109C,986,0.1561906666666667,0.16066533333333333
2979,YJR108W,2177,0.16133466666666663,0.16182933333333338
2980,YJR107W,1022,0.16234533333333334,0.16366000000000003
2981,YJR106W,464,0.16409466666666672,0.16699733333333333
2982,YJR105W,1694,0.16731066666666672,0.16867333333333334
2983,YJR104C,608,0.16942933333333332,0.17004799999999998
2984,YJR103W,800,0.1701826666666667,0.17244133333333334
2985,YJR102C,983,0.17376000000000003,0.17457066666666665
2986,YJR101W,710,0.1747346666666667,0.17580133333333336
2987,YJR100C,1967,0.17700133333333334,0.17831200000000003
2988,YJR099W,518,0.1783986666666667,0.17934533333333336
2989,YJR098C,848,0.17990533333333336,0.18252800000000002
2990,YJR097W,968,0.18286800000000003,0.18355866666666665
2991,YJR096W,553,0.184052,0.18518266666666672
2992,YJR095W,1082,0.18578799999999995,0.18707866666666662
2993,YJR094W-A,983,0.18829866666666661,0.18903599999999998
2994,YJR094C,4346,0.19257466666666667,0.19401733333333337
2995,YJR093C,3275,0.1945053333333333,0.195816
2996,YJR092W,3455,0.19600533333333336,0.20179999999999998
2997,YJR091C,2864,0.20233199999999996,0.2066986666666667
2998,YJR090C,878,0.20767733333333338,0.21228400000000003
2999,YJR089W,332,0.21267066666666667,0.2164893333333333
3000,YJR088C,317,0.21694933333333333,0.21811999999999998
3001,YJR086W,1271,0.2182466666666667,0.2186893333333333
3002,YJR085C,929,0.21953066666666665,0.21995333333333333
3003,YJR084W,341,0.22010799999999997,0.2218026666666667
3004,YJR083C,1184,0.22206400000000004,0.22330266666666665
3005,YJR082C,1034,0.22377333333333338,0.22422799999999998
3006,YJR080C,1361,0.22462533333333334,0.22620399999999996
3007,YJR079W,935,0.225128,0.22650666666666663
3008,YJR078W,1247,0.22648533333333332,0.22829999999999995
3009,YJR077C,1190,0.22919333333333336,0.23043999999999998
3010,YJR076C,656,0.23131199999999996,0.23297466666666666
3011,YJR075W,620,0.23321866666666669,0.2348053333333333
3012,YJR074W,1157,0.235112,0.23598666666666668
3013,YJR073C,977,0.23619999999999997,0.23702666666666672
3014,YJR072C,593,0.23728133333333334,0.23882400000000004
3015,YJR070C,1061,0.23931599999999997,0.24061866666666665
3016,YJR069C,425,0.24091466666666672,0.24170533333333333
3017,YJR068W,7412,0.24184133333333335,0.24325600000000003
3018,YJR067C,1349,0.24352133333333337,0.24408799999999997
3019,YJR066W,1688,0.2443426666666667,0.2542253333333333
3020,YJR065C,377,0.2545693333333333,0.25636800000000004
3021,YJR064W,1373,0.256644,0.2588946666666667
3022,YJR063W,2807,0.2593506666666666,0.2598533333333334
3023,YJR062C,1055,0.2603146666666667,0.26214533333333334
3024,YJR061W,2456,0.26235600000000003,0.2660986666666667
3025,YJR060W,443,0.26702800000000004,0.2684346666666667
3026,YJR059W,650,0.2691226666666666,0.2723973333333334
3027,YJR058C,710,0.2732133333333333,0.27380400000000005
3028,YJR057W,494,0.27383066666666667,0.27469733333333335
3029,YJR056C,1493,0.2767773333333333,0.27772399999999997
3030,YJR055W,1724,0.281092,0.2817506666666667
3031,YJR054W,1697,0.2833813333333334,0.28537199999999996
3032,YJR053W,1505,0.2857786666666666,0.2880773333333333
3033,YJR052W,707,0.2884346666666666,0.29069733333333336
3034,YJR051W,1592,0.2916253333333333,0.293632
3035,YJR050W,329,0.29424133333333335,0.295184
3036,YJR049C,473,0.29547866666666667,0.2976013333333334
3037,YJR048W,1814,0.29789466666666664,0.29833333333333334
3038,YJR047C,1964,0.2996053333333333,0.30023599999999995
3039,YJR046W,422,0.3016306666666667,0.3040493333333333
3040,YJR045C,1052,0.304644,0.3072626666666667
3041,YJR044C,2234,0.3078666666666666,0.30842933333333333
3042,YJR043C,3524,0.31009600000000004,0.3114986666666667
3043,YJR042W,2339,0.311728,0.3147066666666667
3044,YJR041C,3365,0.31509600000000004,0.31979466666666667
3045,YJR040W,2678,0.31999999999999995,0.32311866666666667
3046,YJR039W,3257,0.323712,0.32819866666666664
3047,YJR036C,326,0.3289253333333333,0.332496
3048,YJR035W,4073,0.33263066666666663,0.33697333333333335
3049,YJR034W,1181,0.33743466666666666,0.33786933333333335
3050,YJR033C,4226,0.3381786666666666,0.3436093333333333
3051,YJR032W,2237,0.34376399999999996,0.3453386666666667
3052,YJR031C,1322,0.3456973333333333,0.351332
3053,YJR030C,5268,0.35185200000000005,0.35483466666666663
3054,YJR028W,1322,0.3605586666666667,0.3623213333333334
3055,YJR029W,5268,0.35529733333333335,0.3623213333333334
3056,YJR026W,533,0.368004,0.3697666666666667
3057,YJR027W,734,0.36274266666666666,0.3697666666666667
3058,YJR025C,329,0.3712186666666667,0.37192933333333333
3059,YJR024C,1024,0.37216133333333334,0.37314
3060,YJR022W,1049,0.37329599999999996,0.37373466666666666
3061,YJR021C,512,0.374008,0.37537333333333334
3062,YJR019C,1757,0.37573866666666667,0.3771373333333333
3063,YJR017C,1532,0.37740266666666666,0.3780853333333334
3064,YJR016C,596,0.37850266666666665,0.38084533333333337
3065,YJR015W,1211,0.3811093333333333,0.38315200000000005
3066,YJR014W,623,0.3835466666666667,0.3843413333333333
3067,YJR013W,785,0.384656,0.38627066666666665
3068,YJR012C,284,0.3862226666666667,0.38705333333333336
3069,YJR011C,1535,0.3875453333333333,0.38859200000000005
3070,YJR010C-A,998,0.3889653333333334,0.389344
3071,YJR010W,1016,0.389748,0.3917946666666666
3072,YJR009C,914,0.393872,0.3952026666666667
3073,YJR008W,1463,0.3955186666666667,0.3968733333333333
3074,YJR007W,2102,0.3975346666666667,0.3987533333333333
3075,YJR006W,1952,0.3992266666666666,0.4011773333333334
3076,YJR005W,1559,0.4027466666666667,0.4055493333333333
3077,YJR004C,1781,0.4069653333333333,0.40956800000000004
3078,YJR003C,1808,0.41004266666666667,0.41212133333333334
3079,YJR002W,763,0.41258533333333336,0.41496
3080,YJR001W,1430,0.4152986666666667,0.4177093333333334
3081,YJL001W,356,0.4188773333333333,0.41989466666666664
3082,YJL002C,611,0.42057733333333336,0.42248399999999997
3083,YJL003W,6080,0.42277866666666664,0.42325333333333337
3084,YJL004C,971,0.4238453333333333,0.42466000000000004
3085,YJL005W,1706,0.42512933333333336,0.43323599999999995
3086,YJL006C,2000,0.4346333333333333,0.435928
3087,YJL008C,485,0.43789466666666665,0.4401693333333333
3088,YJL010C,2165,0.440696,0.4433626666666667
3089,YJL011C,1547,0.44708533333333333,0.447732
3090,YJL012C,1604,0.4489133333333334,0.4518
3091,YJL013C,1685,0.4520586666666667,0.4541213333333334
3092,YJL014W,2048,0.45456266666666667,0.4567013333333333
3093,YJL016W,3473,0.45708000000000004,0.45932666666666666
3094,YJL019W,1043,0.46018400000000004,0.4629146666666667
3095,YJL020C,661,0.463564,0.46819466666666665
3096,YJL023C,1544,0.4689133333333333,0.47030400000000006
3097,YJL024C,1199,0.47132133333333337,0.47220266666666666
3098,YJL025W,416,0.47276266666666666,0.4748213333333333
3099,YJL026W,2468,0.47530666666666666,0.4769053333333333
3100,YJL027C,590,0.477112,0.4776666666666667
3101,YJL029C,1070,0.47897333333333336,0.482264
3102,YJL030W,2312,0.482448,0.4832346666666667
3103,YJL031C,2048,0.48352666666666666,0.48495333333333335
3104,YJL033W,752,0.4852453333333333,0.488328
3105,YJL034W,1271,0.48894400000000005,0.4916746666666667
3106,YJL035C,674,0.4921093333333333,0.493112
3107,YJL036W,659,0.493316,0.4950106666666667
3108,YJL037W,5051,0.496996,0.4978946666666667
3109,YJL038C,2589,0.49907866666666667,0.49995733333333336
3110,YJL039C,4196,0.49155333333333334,0.498288
3111,YJL041W,773,0.48760133333333333,0.49105333333333334
3112,YJL042W,1376,0.4815546666666667,0.4871493333333333
3113,YJL043W,1904,0.4800626666666667,0.4810933333333333
3114,YJL044C,1229,0.47762266666666664,0.47945733333333335
3115,YJL045W,2528,0.474588,0.47712666666666664
3116,YJL046W,1190,0.46973733333333334,0.471376
3117,YJL047C,1352,0.465996,0.46936666666666665
3118,YJL048C,3221,0.463152,0.4647386666666667
3119,YJL049W,2468,0.4611866666666667,0.4629893333333333
3120,YJL050W,998,0.45658533333333334,0.46088
3121,YJL051W,1139,0.45293866666666666,0.4562293333333333
3122,YJL052W,1436,0.45091733333333334,0.452248
3123,YJL053W,737,0.44775333333333334,0.449272
3124,YJL054W,2642,0.445576,0.44749066666666665
3125,YJL055W,2003,0.44436533333333333,0.445348
3126,YJL056C,1631,0.440464,0.44398666666666664
3127,YJL057C,1226,0.43738,0.44005066666666665
3128,YJL058C,1334,0.4348786666666667,0.43705333333333335
3129,YJL059W,2141,0.43317466666666665,0.4348093333333333
3130,YJL060W,2492,0.43107066666666666,0.4328493333333333
3131,YJL061W,716,0.4265773333333333,0.429432
3132,YJL062W,503,0.4229346666666667,0.4262573333333333
3133,YJL063C,758,0.42090133333333335,0.421856
3134,YJL065C,899,0.41996133333333335,0.420632
3135,YJL066C,1784,0.418708,0.4197186666666667
3136,YJL068C,2666,0.417244,0.4184426666666667
3137,YJL069C,1724,0.414452,0.4168306666666667
3138,YJL070C,641,0.41051733333333335,0.414072
3139,YJL071W,1937,0.40806533333333334,0.410364
3140,YJL072C,3692,0.4068506666666667,0.4077053333333333
3141,YJL073W,3569,0.4041306666666667,0.4067133333333333
3142,YJL074C,395,0.39876533333333336,0.403688
3143,YJL076W,2645,0.3935493333333333,0.398308
3144,YJL077C,899,0.3927773333333333,0.393304
3145,YJL078C,3668,0.3883373333333333,0.391864
3146,YJL079C,1469,0.3863893333333333,0.387588
3147,YJL080C,2195,0.3806333333333333,0.385524
3148,YJL081C,1814,0.378292,0.3802506666666667
3149,YJL082W,3140,0.3748026666666667,0.3777293333333333
3150,YJL083W,1871,0.37167733333333336,0.374096
3151,YJL084C,2483,0.366372,0.37055866666666665
3152,YJL085W,1016,0.3636586666666667,0.36615333333333333
3153,YJL087C,2489,0.359892,0.3632026666666667
3154,YJL088W,2294,0.358288,0.35964266666666667
3155,YJL089W,1472,0.35445733333333335,0.357776
3156,YJL090C,3524,0.350232,0.35329066666666664
3157,YJL091C,2075,0.347996,0.34995866666666664
3158,YJL092W,2621,0.34312,0.34781866666666666
3159,YJL093C,4436,0.33953866666666666,0.34230533333333335
3160,YJL094C,485,0.33565066666666665,0.33914533333333335
3161,YJL095W,653,0.32956266666666667,0.33547733333333335
3162,YJL096W,3176,0.328544,0.3291906666666667
3163,YJL097W,2240,0.3273453333333333,0.328216
3164,YJL098W,1823,0.32266666666666666,0.3269013333333333
3165,YJL099W,2036,0.31910933333333336,0.322096
3166,YJL100W,2459,0.3162413333333333,0.318672
3167,YJL101C,1856,0.31231733333333334,0.315032
3168,YJL102W,449,0.308292,0.31157066666666666
3169,YJL103C,1682,0.3052573333333333,0.307732
3170,YJL104W,1937,0.30299333333333334,0.303592
3171,YJL105W,1163,0.299964,0.3022066666666667
3172,YJL106W,1151,0.29507733333333336,0.29766
3173,YJL107C,5309,0.29169466666666666,0.29324533333333336
3174,YJL108C,1655,0.290164,0.29169866666666666
3175,YJL109C,1652,0.2825573333333333,0.289636
3176,YJL110C,2144,0.2797866666666667,0.2819933333333333
3177,YJL111W,1244,0.27706,0.27926266666666666
3178,YJL112W,5412,0.2736306666666667,0.2764893333333333
3179,YJL113W,839,0.26378,0.270996
3180,YJL115W,1013,0.26160933333333336,0.262728
3181,YJL116C,935,0.25837466666666664,0.2597253333333333
3182,YJL117W,659,0.25660266666666665,0.2578493333333333
3183,YJL118W,716,0.2554133333333333,0.256292
3184,YJL121C,527,0.25372666666666666,0.2546813333333333
3185,YJL122W,1436,0.2528493333333333,0.253552
3186,YJL123C,518,0.25056666666666666,0.25248133333333334
3187,YJL124C,1151,0.249396,0.2500866666666667
3188,YJL125C,923,0.247264,0.24879866666666667
3189,YJL126W,1922,0.24589466666666668,0.24712533333333334
3190,YJL127C,2006,0.24295733333333333,0.24552
3191,YJL128C,3707,0.23735466666666666,0.24002933333333334
3192,YJL129C,6644,0.23135733333333333,0.2363
3193,YJL130C,1070,0.220856,0.22971466666666668
3194,YJL131C,2252,0.21892933333333334,0.220356
3195,YJL132W,944,0.21577733333333332,0.21878
3196,YJL133W,1229,0.21405066666666667,0.21530933333333332
3197,YJL134W,723,0.21080933333333332,0.212448
3198,YJL136C,1142,0.20862533333333333,0.20958933333333332
3199,YJL137C,1187,0.20653866666666668,0.20806133333333332
3200,YJL138C,1286,0.204564,0.20614666666666667
3201,YJL139C,665,0.202176,0.20389066666666666
3202,YJL140W,2423,0.20117333333333334,0.20206
3203,YJL141C,476,0.19718133333333332,0.200412
3204,YJL143W,314,0.19602666666666665,0.19666133333333333
3205,YJL144W,884,0.19503733333333334,0.195456
3206,YJL145W,1409,0.19343866666666668,0.19461733333333334
3207,YJL146W,1148,0.190948,0.19282666666666667
3208,YJL147C,701,0.18845066666666666,0.18998133333333334
3209,YJL148W,1991,0.18714133333333333,0.188076
3210,YJL149W,401,0.183064,0.18571866666666667
3211,YJL151C,1601,0.18172133333333335,0.182256
3212,YJL153C,2834,0.17900133333333335,0.181136
3213,YJL154C,1358,0.17469333333333334,0.178472
3214,YJL155C,2063,0.172272,0.17408266666666666
3215,YJL156C,2492,0.16907733333333333,0.171828
3216,YJL157C,683,0.16500533333333334,0.168328
3217,YJL158C,1163,0.16291066666666668,0.16382133333333335
3218,YJL159W,863,0.16059333333333334,0.162144
3219,YJL160C,542,0.15727733333333332,0.158428
3220,YJL161W,1751,0.15632133333333334,0.157044
3221,YJL162C,1667,0.151832,0.15416666666666667
3222,YJL163C,1193,0.14888266666666666,0.15110533333333334
3223,YJL164C,2567,0.14661333333333335,0.148204
3224,YJL165C,284,0.14251733333333333,0.14594
3225,YJL166W,1058,0.141904,0.14228266666666667
3226,YJL167W,2201,0.14001066666666667,0.14142133333333334
3227,YJL168C,629,0.13629466666666668,0.13922933333333334
3228,YJL170C,1190,0.13485866666666665,0.13569733333333334
3229,YJL171C,1730,0.13293066666666667,0.13451733333333332
3230,YJL172W,368,0.130308,0.13261466666666666
3231,YJL173C,830,0.128212,0.12870266666666666
3232,YJL174W,2477,0.12678666666666666,0.12789333333333333
3233,YJL176C,871,0.12273466666666667,0.12603733333333333
3234,YJL177W,815,0.12104533333333334,0.12220666666666667
3235,YJL178C,329,0.11904,0.12012666666666667
3236,YJL179W,977,0.11838,0.11881866666666667
3237,YJL180C,1835,0.11677466666666667,0.11807733333333334
3238,YJL181W,1268,0.11421066666666667,0.11665733333333334
3239,YJL183W,371,0.112088,0.11377866666666667
3240,YJL184W,881,0.11126133333333334,0.111756
3241,YJL185C,1760,0.10945733333333334,0.110632
3242,YJL186W,2459,0.10687066666666667,0.10921733333333333
3243,YJL187C,541,0.10240266666666667,0.10568133333333334
3244,YJL189W,392,0.10124266666666666,0.101964
3245,YJL190C,824,0.09987866666666667,0.10040133333333333
3246,YJL191W,704,0.09838133333333333,0.09948
3247,YJL192C,1208,0.09694533333333333,0.097884
3248,YJL193W,1541,0.09515333333333334,0.096764
3249,YJL194W,932,0.09244933333333333,0.094504
3250,YJL196C,3764,0.09046533333333333,0.091708
3251,YJL197W,2645,0.085072,0.09009066666666667
3252,YJL198W,2369,0.081124,0.08465066666666667
3253,YJL200C,1799,0.07525866666666667,0.07841733333333334
3254,YJL201W,842,0.07250533333333334,0.074904
3255,YJL203W,2522,0.07112133333333333,0.072244
3256,YJL204C,304,0.06750533333333333,0.070868
3257,YJL205C,2276,0.066852,0.06725733333333334
3258,YJL206C,6044,0.06354533333333333,0.06658
3259,YJL207C,989,0.055185333333333336,0.063244
3260,YJL208C,1964,0.053592,0.05491066666666667
3261,YJL209W,815,0.050673333333333334,0.053292
3262,YJL210W,2399,0.049225333333333336,0.050312
3263,YJL212C,995,0.04513333333333333,0.048332
3264,YJL213W,1709,0.042884,0.04421066666666667
3265,YJL214W,1745,0.03584933333333333,0.038128
3266,YJL216C,596,0.032454666666666666,0.03478133333333333
3267,YJL217W,590,0.030844,0.03163866666666667
3268,YJL218W,1703,0.029297333333333335,0.030084
3269,YJL219W,1769,0.025996,0.028266666666666666
3270,YJL221C,4649,0.022356,0.024714666666666666
3271,YJL222W,362,0.0153,0.021498666666666666
3272,YJL223C,5664,0.011701333333333333,0.012184
3273,YJL225C,710,0.0006213333333333333,0.008173333333333333
3274,YIR042C,374,0.00913636363636361,0.010750000000000037
3275,YIR041W,1613,0.012956818181818153,0.01380681818181817
3276,YIR039C,704,0.01793863636363635,0.021604545454545487
3277,YIR038C,491,0.03520454545454543,0.03680454545454548
3278,YIR037W,791,0.03723636363636362,0.03835227272727271
3279,YIR036C,764,0.03895000000000004,0.04074772727272724
3280,YIR035C,1121,0.04139318181818186,0.043129545454545504
3281,YIR034C,3341,0.04378863636363639,0.04633636363636362
3282,YIR033W,587,0.046677272727272734,0.05427045454545454
3283,YIR032C,1664,0.055422727272727235,0.056756818181818214
3284,YIR031C,734,0.057554545454545414,0.06133636363636363
3285,YIR030C,1031,0.06189318181818182,0.06356136363636367
3286,YIR029W,1907,0.06401136363636362,0.06635454545454544
3287,YIR028W,1382,0.06733636363636364,0.07167045454545451
3288,YIR027C,1094,0.07354772727272729,0.07668863636363632
3289,YIR026C,1106,0.07735454545454545,0.07984090909090913
3290,YIR025W,650,0.08008636363636368,0.0826
3291,YIR024C,2912,0.08298181818181816,0.08445909090909087
3292,YIR023W,503,0.08480454545454541,0.09142272727272727
3293,YIR022W,1091,0.09265227272727272,0.09379545454545457
3294,YIR021W,4103,0.09458636363636364,0.09706590909090906
3295,YIR019C,737,0.1052909090909091,0.11461590909090913
3296,YIR018W,563,0.1242204545454545,0.1258954545454546
3297,YIR017C,797,0.12700909090909096,0.1282886363636364
3298,YIR016W,434,0.12858636363636367,0.13039772727272725
3299,YIR015W,728,0.13095681818181815,0.13194318181818177
3300,YIR014W,365,0.13224772727272727,0.13390227272727273
3301,YIR013C,1295,0.13549772727272724,0.13632727272727274
3302,YIR012W,959,0.13686818181818183,0.1398113636363636
3303,YIR011C,1730,0.14035681818181822,0.14253636363636368
3304,YIR010W,335,0.14282272727272727,0.14675454545454547
3305,YIR009W,1229,0.14805227272727273,0.14881363636363631
3306,YIR008C,2294,0.14931136363636366,0.15210454545454544
3307,YIR007W,4442,0.1522840909090909,0.15749772727272726
3308,YIR006C,446,0.15930681818181813,0.1694022727272727
3309,YIR005W,1298,0.16969999999999996,0.17071363636363635
3310,YIR004W,2039,0.1715545454545454,0.1745045454545454
3311,YIR003W,2981,0.1751795454545455,0.17981363636363634
3312,YIR002C,752,0.180925,0.18769999999999998
3313,YIR001C,1541,0.18888181818181815,0.19059090909090914
3314,YIL001W,2840,0.1920954545454545,0.19559772727272728
3315,YIL002C,881,0.1967545454545454,0.2032090909090909
3316,YIL003W,559,0.20454545454545459,0.2065477272727273
3317,YIL004C,2105,0.20794999999999997,0.20922045454545457
3318,YIL005W,1121,0.20955909090909086,0.2143431818181818
3319,YIL006W,662,0.21550000000000002,0.21804772727272725
3320,YIL007C,299,0.2189704545454545,0.22047499999999998
3321,YIL008W,2084,0.2208363636363636,0.22151590909090912
3322,YIL009W,546,0.22403409090909088,0.22877045454545453
3323,YIL009C-A,647,0.23588863636363633,0.23712954545454545
3324,YIL010W,809,0.2374409090909091,0.23891136363636367
3325,YIL011W,4235,0.2396977272727273,0.24153636363636366
3326,YIL013C,1892,0.24445454545454548,0.2540795454545455
3327,YIL014W,314,0.2545613636363636,0.2588613636363636
3328,YIL014C-A,1763,0.2601727272727272,0.26088636363636364
3329,YIL015W,479,0.2634022727272727,0.26740909090909093
3330,YIL016W,2765,0.2683386363636364,0.26942727272727274
3331,YIL017C,1164,0.2705386363636364,0.2768227272727273
3332,YIL018W,1040,0.27743181818181817,0.2800772727272727
3333,YIL019W,785,0.2815204545454545,0.28388409090909095
3334,YIL020C,956,0.2845045454545455,0.28628863636363633
3335,YIL021W,1295,0.28668409090909086,0.2888568181818182
3336,YIL022W,1040,0.28986818181818186,0.2928113636363636
3337,YIL023C,569,0.29449090909090914,0.2968545454545455
3338,YIL024C,3452,0.29734318181818187,0.2986363636363636
3339,YIL026C,425,0.3001659090909091,0.3080113636363636
3340,YIL027C,428,0.3088590909090909,0.309825
3341,YIL029C,3959,0.3153295454545455,0.31630227272727274
3342,YIL030C,3104,0.3181636363636363,0.3271613636363636
3343,YIL031W,1250,0.3278727272727273,0.33492727272727274
3344,YIL033C,863,0.3371181818181819,0.33995909090909093
3345,YIL034C,1118,0.34070909090909096,0.34267045454545453
3346,YIL035C,1763,0.3433931818181818,0.3459340909090909
3347,YIL036W,1970,0.3467545454545454,0.3507613636363637
3348,YIL037C,2510,0.3522772727272727,0.35675454545454544
3349,YIL038C,1421,0.3576113636363636,0.36331590909090905
3350,YIL039W,416,0.3639863636363636,0.36721590909090907
3351,YIL040W,980,0.3678681818181818,0.3688136363636364
3352,YIL041W,1184,0.3693090909090909,0.37153636363636366
3353,YIL042C,854,0.3720659090909091,0.37475681818181816
3354,YIL043C,896,0.3751704545454545,0.37711136363636366
3355,YIL044C,1616,0.377625,0.3796613636363636
3356,YIL045W,1922,0.3800545454545454,0.3837272727272727
3357,YIL046W,2708,0.3850636363636364,0.38943181818181816
3358,YIL047C,3455,0.39131363636363636,0.3974681818181818
3359,YIL048W,761,0.39797499999999997,0.4058272727272727
3360,YIL049W,857,0.40700454545454545,0.40873409090909096
3361,YIL050W,437,0.40961590909090906,0.41156363636363635
3362,YIL051C,837,0.41300227272727275,0.4139954545454545
3363,YIL052C,752,0.4157704545454546,0.4176727272727273
3364,YIL053W,1883,0.4184886363636363,0.4201977272727273
3365,YIL055C,1922,0.42290227272727277,0.4271818181818182
3366,YIL056W,494,0.42747500000000005,0.4318431818181818
3367,YIL057C,434,0.4354704545454545,0.43659318181818185
3368,YIL060W,902,0.4390386363636364,0.440025
3369,YIL061C,464,0.44191818181818177,0.4439681818181819
3370,YIL062C,983,0.4444113636363637,0.4454659090909091
3371,YIL063C,773,0.4460431818181818,0.4482772727272727
3372,YIL064W,467,0.4483795454545455,0.45013636363636367
3373,YIL065C,2609,0.4505181818181818,0.4515795454545455
3374,YIL066C,2036,0.45294318181818183,0.4588727272727273
3375,YIL067C,2417,0.45964318181818187,0.46427045454545457
3376,YIL068C,816,0.4648386363636363,0.47033181818181813
3377,YIL069C,800,0.47189545454545456,0.47375
3378,YIL070C,1817,0.47484318181818186,0.4766613636363637
3379,YIL072W,3017,0.48087272727272723,0.4850022727272727
3380,YIL073C,1409,0.486475,0.49333181818181815
3381,YIL074C,2837,0.49434772727272724,0.49755000000000005
3382,YIL075C,890,0.49513636363636365,0.501584090909091
3383,YIL076W,962,0.4923977272727273,0.4944204545454545
3384,YIL077C,1082,0.4886090909090909,0.49079545454545453
3385,YIL079C,4497,0.4793636363636364,0.4818227272727273
3386,YIL082W-A,1097,0.46734545454545456,0.47756590909090907
3387,YIL083C,983,0.46262045454545453,0.46511363636363634
3388,YIL084C,1553,0.4597113636363636,0.46194545454545455
3389,YIL085C,473,0.4556522727272727,0.4591818181818182
3390,YIL087C,1472,0.4537340909090909,0.4548090909090909
3391,YIL088C,617,0.44983636363636365,0.4531818181818182
3392,YIL089W,1475,0.4445363636363636,0.44593863636363634
3393,YIL090W,2165,0.4399818181818182,0.4433340909090909
3394,YIL091C,1901,0.43415227272727275,0.4390727272727273
3395,YIL092W,794,0.42968863636363636,0.4340090909090909
3396,YIL093C,1115,0.4272431818181818,0.4290477272727273
3397,YIL094C,2432,0.4238954545454545,0.4264295454545455
3398,YIL095W,1010,0.41803181818181817,0.4235590909090909
3399,YIL096C,1550,0.41389545454545457,0.4161909090909091
3400,YIL097W,467,0.41005454545454545,0.41357727272727274
3401,YIL098C,1649,0.4085659090909091,0.40962727272727273
3402,YIL099W,1943,0.40454772727272725,0.4082954545454546
3403,YIL101C,305,0.39841818181818184,0.4028340909090909
3404,YIL102C,1277,0.39677045454545457,0.39746363636363635
3405,YIL103W,1523,0.39033636363636365,0.3932386363636364
3406,YIL104C,2060,0.38631590909090907,0.38977727272727275
3407,YIL105C,1029,0.3808590909090909,0.3855409090909091
3408,YIL106W,2483,0.3782090909090909,0.3805477272727273
3409,YIL107C,2090,0.37107954545454547,0.37672272727272726
3410,YIL108W,2780,0.36564545454545455,0.3703954545454545
3411,YIL109C,1133,0.35768636363636364,0.36400454545454547
3412,YIL110W,543,0.3546409090909091,0.3572159090909091
3413,YIL111W,3251,0.3527704545454545,0.35400454545454546
3414,YIL112W,629,0.34452727272727274,0.3519159090909091
3415,YIL113W,845,0.3421727272727273,0.34360227272727273
3416,YIL114C,4382,0.33895454545454545,0.340875
3417,YIL115C,1157,0.3280090909090909,0.33796818181818183
3418,YIL116W,956,0.32482954545454545,0.3274590909090909
3419,YIL117C,695,0.3195681818181818,0.3217409090909091
3420,YIL118W,1223,0.31761136363636366,0.3191909090909091
3421,YIL119C,1691,0.31057045454545457,0.31335
3422,YIL120W,1628,0.3054863636363636,0.30932954545454544
3423,YIL121W,1055,0.30054772727272727,0.30424772727272725
3424,YIL122W,1427,0.2968340909090909,0.29923181818181815
3425,YIL123W,893,0.2912522727272727,0.29449545454545456
3426,YIL124W,3044,0.2868272727272727,0.2888568181818182
3427,YIL125W,4079,0.27883863636363637,0.2857568181818182
3428,YIL126W,620,0.2681636363636364,0.27743409090909094
3429,YIL127C,3098,0.26596363636363635,0.26737272727272726
3430,YIL128W,7130,0.25865,0.2656909090909091
3431,YIL129C,2894,0.24115227272727272,0.25735681818181816
3432,YIL130W,1454,0.23359545454545455,0.24017272727272726
3433,YIL131C,641,0.22904772727272726,0.23235227272727274
3434,YIL132C,889,0.22695454545454546,0.22841136363636363
3435,YIL133C,935,0.223925,0.22594545454545453
3436,YIL134W,1310,0.22135227272727273,0.22347727272727272
3437,YIL135C,1181,0.21605681818181818,0.2190340909090909
3438,YIL136W,2840,0.21277045454545454,0.21545454545454545
3439,YIL137C,485,0.20442727272727274,0.21088181818181817
3440,YIL138C,737,0.20279545454545456,0.20389772727272729
3441,YIL139C,2471,0.19995227272727273,0.20162727272727274
3442,YIL140W,1583,0.19401363636363636,0.19962954545454545
3443,YIL142W,2531,0.18932272727272728,0.19292045454545453
3444,YIL143C,2075,0.18297727272727274,0.18872954545454546
3445,YIL144W,929,0.1774409090909091,0.18215681818181817
3446,YIL145C,1589,0.17353181818181818,0.1756431818181818
3447,YIL146C,3662,0.1686,0.17221136363636363
3448,YIL147C,820,0.15861590909090909,0.16693863636363637
3449,YIL148W,5039,0.15615454545454546,0.1580181818181818
3450,YIL149C,1715,0.14324545454545454,0.15469772727272726
3451,YIL150C,3356,0.1386659090909091,0.14256363636363636
3452,YIL151C,707,0.13031363636363635,0.1379409090909091
3453,YIL152W,1181,0.12851136363636365,0.13011818181818183
3454,YIL153W,1040,0.12545,0.12813409090909092
3455,YIL154C,1949,0.12268409090909091,0.12504772727272728
3456,YIL155C,3215,0.11763409090909091,0.12206363636363636
3457,YIL156W,593,0.10929772727272727,0.11660454545454546
3458,YIL157C,614,0.10670227272727273,0.10805
3459,YIL158W,4127,0.10500227272727272,0.10639772727272727
3460,YIL159W,1253,0.09505681818181819,0.10443636363636363
3461,YIL160C,707,0.09134318181818182,0.09419090909090909
3462,YIL161W,1598,0.08962045454545454,0.09122727272727273
