Gene,AA_cons_geometric_all,nt_cons_geometric_all,AA_cons_median_all,nt_cons_median_all,AA_cons_geometric_closest,nt_cons_geometric_closest,AA_cons_median_closest,nt_cons_median_closest,AA_cons_geometric_all_beg,nt_cons_geometric_all_beg,AA_cons_median_all_beg,nt_cons_median_all_beg,AA_cons_geometric_all_end,nt_cons_geometric_all_end,AA_cons_median_all_end,nt_cons_median_all_end,AA_cons_geometric_closest_beg,nt_cons_geometric_closest_beg,AA_cons_median_closest_beg,nt_cons_median_closest_beg,AA_cons_geometric_closest_end,nt_cons_geometric_closest_end,AA_cons_median_closest_end,nt_cons_median_closest_end
AJT33799.1,0.5632733664847497,0.6533474674836428,0.6,0.648,0.37457224883905976,0.5122735028217376,0.382,0.4905,0.4331503805167085,0.5714235841355823,0.461,0.556,0.7085854816477483,0.7033633615202651,0.729,0.7529999999999999,0.280391124610551,0.45142202316597047,0.257,0.42300000000000004,0.4590639387087041,0.5452412389138872,0.4425,0.534
AJT33800.1,0.5749179251634532,0.6660919018504559,0.613,0.6709999999999999,0.4028852065106042,0.5345424933701383,0.41800000000000004,0.519,0.6233534501591432,0.6883738471994267,0.6555,0.7070000000000001,0.6337461862958315,0.7103859312939217,0.6555,0.754,0.3527370072367675,0.49409546865814336,0.3335,0.48250000000000004,0.4499968240035392,0.5651698954146003,0.4565,0.5645
AJT33801.1,0.46583572877078083,0.5789074992499653,0.48100000000000004,0.536,0.453219345960952,0.566993345644812,0.46399999999999997,0.536,0.7182206175717568,0.6854906654936036,0.778,0.741,0.34189011914801726,0.5176574787044246,0.3145,0.48100000000000004,0.699908216599576,0.6709090664699447,0.75,0.7140000000000001,0.3306193421104913,0.5066734449636601,0.3085,0.46399999999999997
AJT33802.1,0.6098087048198013,0.6771450000457998,0.6345000000000001,0.6805,0.3579542237123677,0.498652560980668,0.36650000000000005,0.48100000000000004,0.5009742951237213,0.6168419693637258,0.5,0.5945,0.7873713116165748,0.7469778525188944,0.833,0.833,0.23400235631591693,0.3928603092431841,0.21050000000000002,0.381,0.38334992782977184,0.4991027872431001,0.355,0.473
AJT33803.1,0.8026237205494408,0.8403742969667654,1.0,1.0,0.8026237205494408,0.8403742969667654,1.0,1.0,0.8950250709279725,0.8428415447546994,1.0,1.0,0.7371346086455506,0.8197939983902717,1.0,1.0,0.8950250709279725,0.8428415447546994,1.0,1.0,0.7371346086455506,0.8197939983902717,1.0,1.0
AJT33804.1,0.6162290785391907,0.6692062641922395,0.6759999999999999,0.6759999999999999,0.5537968449764841,0.609944257773377,0.647,0.618,0.7099376681567557,0.7087679708613368,0.765,0.7705,0.4166664143997145,0.5788259381672446,0.3745,0.5589999999999999,0.6492177775245114,0.6667950249410582,0.7615000000000001,0.6759999999999999,0.2818307053725193,0.4316152607976417,0.258,0.419
AJT33805.1,0.6343908842295412,0.676618349874889,0.68,0.68,0.4204174961607027,0.5284327433045758,0.451,0.504,0.8110992033818798,0.7468233402982828,0.94,0.84,0.4967480190291008,0.639830632970191,0.5145,0.6094999999999999,0.5743738914574552,0.5872662262219102,0.6105,0.6005,0.28712893260646916,0.468112101702125,0.27149999999999996,0.4435
AJT33806.1,0.7630428944668735,,1.0,,0.7630428944668735,,1.0,,0.7791645796604999,0.8235910172675731,1.0,1.0,0.8350879194283694,0.8389557747682501,1.0,1.0,0.7791645796604999,0.8235910172675731,1.0,1.0,0.8350879194283694,0.8389557747682501,1.0,1.0
AJT33807.1,0.6038981272933229,0.6513202466218793,0.6729999999999999,0.667,0.44060021680682626,0.5373781838860968,0.49700000000000005,0.516,0.49883892743453667,0.6091972418754468,0.5245,0.6409999999999999,0.4923249023273224,0.6070914468981821,0.554,0.5905,0.33184699717548055,0.48476218482155636,0.348,0.46499999999999997,0.34684919038488765,0.5059772710956735,0.33749999999999997,0.4675
AJT33808.1,0.6013790487183464,0.669897770291685,0.63,0.667,0.3731079551598859,0.5047352761027958,0.38299999999999995,0.466,0.7124230197622058,0.7220750777677558,0.806,0.752,0.444860147080332,0.6080552978099788,0.43300000000000005,0.6105,0.46849999643578044,0.5642588460185421,0.5055,0.531,0.19916819688087975,0.41850798577072923,0.177,0.4
AJT33809.1,0.6453499411586472,0.6868380906186589,0.723,0.71,0.4328965684951006,0.5329619274198809,0.45399999999999996,0.51,0.4085298941052631,0.5384471989472775,0.41900000000000004,0.5235000000000001,0.6668438301692576,0.6787518399050684,0.721,0.667,0.2259553056673182,0.39662343366289293,0.208,0.379,0.471172361703357,0.5339601654228611,0.47350000000000003,0.517
AJT33810.1,0.8114539323655637,0.7591676141136926,0.9620000000000001,0.8490000000000001,0.6219504122178662,0.6279421961673262,0.613,0.6,0.8215957172292253,0.7600245822406048,0.9229999999999999,0.8654999999999999,0.5984621684967492,0.6832315928507933,0.615,0.667,0.5991574140684819,0.6164677089365886,0.598,0.581,0.39866344692396244,0.5249387372917206,0.4,0.5
AJT33811.1,0.8088891078940507,0.7552956510260694,0.9259999999999999,0.852,0.600660015795955,0.6236883447320989,0.652,0.636,0.7952210406067689,0.7405949723387157,0.889,0.815,0.8037907412595172,0.7574384299459439,0.8705,0.8165,0.5894932980819821,0.6090338201596112,0.6535,0.634,0.5742174149646686,0.623440180675426,0.622,0.633
AJT33812.1,0.6249484444448213,0.6722970043815795,0.741,0.667,0.3571913833142208,0.4863088674271205,0.34600000000000003,0.455,0.60574157375185,0.6805351538402951,0.6,0.667,0.8016699955081134,0.7462843551758874,0.923,0.889,0.34848640146636223,0.4815234105687583,0.345,0.4355,0.47216256303628623,0.5528029931000044,0.506,0.52
AJT33813.1,0.6905387341443623,0.6844486679647283,0.838,0.71,0.4628389296183618,0.5495333105427124,0.473,0.527,0.5869614198396065,0.6467411240479276,0.617,0.648,0.7214052852930394,0.6986374243748801,0.855,0.822,0.3390105093049119,0.4959408739535935,0.3265,0.48750000000000004,0.43027671616368246,0.521454722093531,0.399,0.51
AJT33814.1,0.5463780767697307,0.6685716771951793,0.5,0.667,0.5463780767697307,0.6685716771951793,0.5,0.667,0.5302983697938289,0.6585153516739176,0.5,0.667,0.5596260328345034,0.682092442094461,0.5,0.667,0.5302983697938289,0.6585153516739176,0.5,0.667,0.5596260328345034,0.682092442094461,0.5,0.667
AJT33815.1,0.8000974578714141,0.7594083993385259,0.8725,0.8375,0.5671781330219308,0.6023991486096931,0.6094999999999999,0.6105,0.818999680221783,0.7626320484301511,0.9,0.8590000000000001,0.83322841109431,0.7990926342403665,0.9075,0.8755,0.5431770120762975,0.5919481020716111,0.585,0.5875,0.570884949351438,0.6035227303153755,0.5715000000000001,0.6085
AJT33816.1,0.7651886049668503,0.7288134505438135,0.9620000000000001,0.8079999999999999,0.560446796770945,0.5876272192646649,0.648,0.584,0.5383783492510726,0.6155995239890837,0.5285,0.5900000000000001,0.9188221897249835,0.7973170354111407,1.0,0.9259999999999999,0.35543105723169,0.47510620975304685,0.33499999999999996,0.4575,0.740557180104729,0.666643284976603,0.8905000000000001,0.686
AJT33817.1,0.8820927946998879,0.7786907771538154,0.963,0.929,0.6331537598899507,0.6322568595961523,0.7,0.644,0.8492314843765004,0.7518649186917885,0.963,0.852,0.9222040614388478,0.8120884525459158,0.986,0.9644999999999999,0.5954919995764798,0.5988450886885882,0.6265000000000001,0.5815000000000001,0.6982094706343545,0.6787156618759135,0.804,0.7224999999999999
AJT33818.1,0.6057752264891291,0.6648898604406553,0.667,0.667,0.4094869104377797,0.5117317095943537,0.415,0.485,0.439199644075839,0.6006393289979572,0.4115,0.593,0.48552179369889953,0.6317595173992847,0.444,0.6315,0.2604291100935892,0.4189376162742929,0.255,0.409,0.3346094625243157,0.501186595588359,0.3185,0.496
AJT33819.1,0.6147982930296354,0.6623126546883105,0.667,0.667,0.39062119593258093,0.4996152591425387,0.4,0.466,0.41945029910563675,0.5603987917927624,0.4625,0.549,0.7370524159491685,0.7304662326454351,0.744,0.815,0.24504281315030488,0.4049156703017932,0.2065,0.37150000000000005,0.5377915624240004,0.5831615226077242,0.6145,0.602
AJT33820.1,0.5353790108188423,0.6081602641051085,0.5415,0.6,0.4213747565952064,0.525634114696153,0.4235,0.5,0.5475057734992904,0.6142048195268893,0.5235000000000001,0.6,0.4704870214757753,0.5907088314060415,0.4945,0.5820000000000001,0.4608528820873426,0.5303893257765925,0.46649999999999997,0.509,0.3731896200822822,0.5166506541874846,0.343,0.48100000000000004
AJT33821.1,0.670829357182823,0.6862545879369881,0.815,0.707,0.3540564415803015,0.47513040313665067,0.356,0.44299999999999995,0.2981556386965571,0.476802829983721,0.291,0.4455,0.7158721993791366,0.7163701998019044,0.7735000000000001,0.741,0.18276790328779982,0.356357753983515,0.179,0.345,0.3338575897627439,0.4695610878627092,0.31,0.454
AJT33822.1,0.7688928233795692,0.7424179432197963,0.9229999999999999,0.8054999999999999,0.5591380667686484,0.5978855050883843,0.6395,0.591,0.8756123452418957,0.7779354073706564,1.0,0.952,0.6282182771045441,0.6977454796521343,0.6875,0.6920000000000001,0.7231435468392693,0.6734352022107175,0.845,0.73,0.35994644243214724,0.4946360561823676,0.33949999999999997,0.46499999999999997
AJT33824.1,0.4062087349349228,0.5598268074176813,0.387,0.545,0.3481127624020729,0.5064267730521559,0.33299999999999996,0.484,0.42682439626126906,0.5707784601369758,0.4035,0.56,0.38534739788606603,0.529794595130914,0.359,0.5175000000000001,0.29559191747299,0.45580309097212474,0.27249999999999996,0.429,0.34996061583098875,0.4991698138494869,0.32799999999999996,0.4835
AJT33825.1,0.7940018862597404,0.7537439198301499,0.889,0.841,0.49774518173390403,0.577929026826061,0.529,0.58,0.8393883915160217,0.7826436142042869,0.9115,0.889,0.8369810191751856,0.7723091314387479,0.9115,0.83,0.5125719074822901,0.5966835529987237,0.5315,0.6134999999999999,0.5447643797115401,0.6008002762018774,0.5539999999999999,0.594
AJT33826.1,0.6454910879493249,0.6840453043276179,0.7509999999999999,0.698,0.4227206680616183,0.516287298558567,0.43799999999999994,0.478,0.47143798622854255,0.6031925024864473,0.4515,0.6555,0.8303517433889395,0.771781882364908,0.879,0.848,0.236673050346311,0.39902389453315523,0.227,0.3855,0.4015882059249284,0.5112545894228371,0.40149999999999997,0.477
AJT33827.1,0.6407407059273574,0.6595547203326046,0.679,0.6779999999999999,0.4510031129881884,0.5359126487094317,0.478,0.516,0.6695261440931998,0.6768099045466958,0.7879999999999999,0.692,0.6194502688082464,0.6473403324099146,0.6539999999999999,0.6804999999999999,0.4853192850822639,0.5473604743845703,0.609,0.5315,0.4112581061621142,0.5208224754158587,0.48400000000000004,0.5085
AJT33828.1,0.8552764342864793,0.7998965333673836,0.9510000000000001,0.889,0.6753708298043548,0.6810649487739463,0.7575000000000001,0.7224999999999999,0.8098223637959288,0.76990678024154,0.9259999999999999,0.8055,0.8615177498992937,0.8032134457284441,0.9259999999999999,0.9099999999999999,0.5860031601894277,0.6203210803603265,0.595,0.63,0.596803770557805,0.6455374261790593,0.5945,0.657
AJT33829.1,0.5760731044127629,0.6811256291718488,0.593,0.682,0.3537723140373962,0.5029913274344822,0.325,0.493,0.7651434615685649,0.7761457951402836,0.8534999999999999,0.841,0.6455602060361765,0.680842365179032,0.6955,0.6975,0.47114744134104053,0.5757319714486243,0.5005,0.5549999999999999,0.3669163173845466,0.4743356111132679,0.362,0.448
AJT33830.1,0.6790387262979263,0.6925568436377931,0.7759999999999999,0.7390000000000001,0.3986099043424656,,0.39299999999999996,,0.6074624263907874,0.6698538098407403,0.667,0.731,0.6836886431138715,0.6784644527378614,0.778,0.7130000000000001,0.23978902555872353,0.4046675025058327,0.231,0.389,0.5027642085474949,,0.51,
AJT33831.1,0.7938517019721687,0.7374668116010359,0.929,0.818,0.4736601280889721,0.5434074458522191,0.47050000000000003,0.5275000000000001,0.7810177449907716,0.7408846492041711,0.927,0.775,0.6915936155229992,0.7068979140636036,0.8354999999999999,0.7444999999999999,0.45571567850583,0.5474865663713774,0.4665,0.532,0.4272210050199697,0.5347962596350079,0.414,0.5285
AJT33832.1,0.6449715368857658,0.7082970032378386,0.727,0.718,0.3653504581051862,0.5148107118223382,0.3435,0.4985,0.5807343661996197,0.6693633772123249,0.594,0.708,0.532608355944242,0.6486813555060599,0.5475,0.6365000000000001,0.26318038474454375,0.44227122955872294,0.244,0.42200000000000004,0.2692837617729292,0.47256715342177286,0.22449999999999998,0.4425
AJT33833.1,0.7359215227449867,0.7326346840998941,0.895,0.789,0.35066212899189125,0.4941125229279615,0.35100000000000003,0.46399999999999997,0.7396368000496754,0.7126846770180866,0.789,0.767,0.7398409050895748,0.7314082448889061,0.8365,0.7975,0.28714484518626177,0.45358439736814365,0.2475,0.4275,0.34987854185525963,0.49318889517018444,0.33849999999999997,0.46199999999999997
AJT33834.1,0.6101441334401282,0.6718972971801951,0.684,0.684,0.5230216945725472,0.5998097062221088,0.5479999999999999,0.581,0.699474926333894,0.7218393769155477,0.8240000000000001,0.789,0.49205026902298876,0.6301031268544041,0.479,0.632,0.6262939844660744,0.6516272258530657,0.732,0.677,0.4099870598517557,0.5478896377191358,0.419,0.5329999999999999
AJT33835.1,0.7083192261016448,0.7190483790490475,0.7805,0.762,0.4495713749321696,0.5387325244104103,0.4655,0.521,0.6069279207883276,0.6732673913837078,0.6585000000000001,0.7105000000000001,0.6194884764811988,0.6837668973015536,0.7,0.7050000000000001,0.2528200455016495,0.43401918409206924,0.2385,0.38799999999999996,0.35627148247562707,0.49868994163133923,0.347,0.46849999999999997
AJT33836.1,0.5746130303756083,0.6758202447395458,0.5495,0.6679999999999999,0.27983325615518245,0.44779045910081455,0.257,0.42100000000000004,0.4216044306398867,0.5689972723537062,0.364,0.545,0.5182015277167928,0.6549691073654265,0.5,0.636,0.1869330673304177,0.36527544553640257,0.175,0.34299999999999997,0.253584096310688,0.4523055270336543,0.224,0.44
AJT33837.1,0.4548318683162025,0.5884929748289586,0.455,0.5710000000000001,0.2818673111828196,0.44376246411458997,0.262,0.41,0.33679523256833765,0.50828046802129,0.2975,0.5025,0.5348128849365631,0.6336641210843094,0.5295000000000001,0.6495,0.1781387508698599,0.3640874887694214,0.1725,0.345,0.35948999084965705,0.4918599981195717,0.3625,0.48
AJT33838.1,0.7415047907115572,0.7899857183973477,1.0,1.0,0.7415047907115572,0.7899857183973477,1.0,1.0,0.7474246243174693,0.7791645796604999,1.0,1.0,0.678302163723836,0.7439787569532172,0.5,1.0,0.7474246243174693,0.7791645796604999,1.0,1.0,0.678302163723836,0.7439787569532172,0.5,1.0
AJT33839.1,0.6367704975265245,0.7312551248493188,0.625,0.8,0.4331416839845439,0.5637222108905301,0.444,0.556,0.6611469263115243,0.7568043955165292,0.667,0.8,0.5902731274990836,0.7006045214332809,0.6,0.667,0.47905457162772885,0.5872173031390856,0.444,0.577,0.4070752754400818,0.5296721311021884,0.4,0.5
AJT33840.1,0.6447521547318632,0.6926129684038964,0.7,0.721,0.5631311786987614,0.6345418192801907,0.613,0.633,0.6820262731724926,0.7241477613945819,0.7295,0.7455,0.5197963617650923,0.6500728368385558,0.5575,0.679,0.49914647113371907,0.6077439738276467,0.5,0.581,0.3148252745217092,0.5132572305009604,0.3,0.49
AJT33841.1,0.4136093808267056,0.521146719291394,0.397,0.494,0.36629478403905485,0.4835672671146289,0.349,0.45399999999999996,0.29532930372733573,0.45816899561082486,0.2965,0.43799999999999994,0.5059844298904878,0.5547271294840913,0.522,0.5305,0.2881268665352227,0.44040618670317166,0.294,0.43799999999999994,0.4444406498529521,0.5190818101635579,0.468,0.49650000000000005
AJT33842.1,0.48664248888787737,0.5928511256088478,0.46849999999999997,0.5710000000000001,0.4061674353768575,0.5312258316445777,0.40449999999999997,0.5,0.44222341742593363,0.5811177702968453,0.4385,0.5575,0.5034755869643456,0.5895986101465801,0.5085,0.5814999999999999,0.3783895714960403,0.5232455443832861,0.371,0.4875,0.45522279894446543,0.5598520468956505,0.4715,0.5225
AJT33843.1,0.90754671944511,0.8940840308784864,1.0,1.0,0.5926566833920541,0.6481566883325931,0.617,0.6565,0.8644696714987501,0.8845708080264768,1.0,1.0,0.8932623516853873,0.901150707901955,1.0,1.0,0.5515882819913195,0.6273867527839716,0.5075000000000001,0.596,0.6496064359637724,0.6671813270882754,0.6725000000000001,0.706
AJT33844.1,0.4778010760340172,0.6015890112553383,0.488,0.585,0.39965193134016364,,0.397,,0.5209017535092726,0.6260168939062217,0.607,0.6415,0.5089882950489911,0.6221431520796413,0.5235000000000001,0.628,0.48448927865256014,,0.5,,0.4079370551129077,0.5352425527744229,0.36850000000000005,0.5215000000000001
AJT33845.1,0.3581262374251509,0.5288091770366254,0.33299999999999996,0.5,0.3581262374251509,0.5288091770366254,0.33299999999999996,0.5,0.372883637052674,0.5285874780605286,0.3485,0.545,0.37910170433930285,0.5269156106917529,0.364,0.5,0.372883637052674,0.5285874780605286,0.3485,0.545,0.37910170433930285,0.5269156106917529,0.364,0.5
AJU13317.1,0.766779148275887,0.7834065740376116,0.9195,0.8305,0.4439582022659765,0.5438054465471099,0.4785,0.534,0.6235111434236794,0.7147624144237619,0.6145,0.75,0.5872221042314332,0.6983628207791599,0.5,0.75,0.321420975984023,0.47849238577507214,0.33899999999999997,0.45,0.29188921065935103,0.4484730270850781,0.263,0.4295
AJU13318.1,0.5206032773665753,0.5927622119375663,0.527,0.5920000000000001,0.4693658831756483,0.5521249362810406,0.447,0.531,0.5712730989208499,0.6141134242765288,0.587,0.6385000000000001,0.5014631289184267,0.584909189268427,0.5155000000000001,0.5680000000000001,0.5095889550937489,0.5750311193262923,0.505,0.554,0.45296355069923083,0.5363690707466279,0.4205,0.49350000000000005
AJU13319.1,0.676927405285066,0.7265214619303022,0.6829999999999999,0.7435,0.39904084783838756,0.5432670020719914,0.38149999999999995,0.5185,0.6870668812778226,0.7394748315854061,0.6950000000000001,0.7559999999999999,0.6848623619689543,0.7257402164360703,0.7070000000000001,0.7364999999999999,0.3789811357164592,0.5415194847299932,0.3625,0.5135000000000001,0.46355754341415095,0.5715615125443279,0.4545,0.5645
AJU13320.1,0.9475160078148386,0.9450866532260743,1.0,1.0,0.9475160078148386,0.9450866532260743,1.0,1.0,0.9460576467255959,0.9373544965599802,1.0,1.0,0.9592641193252643,0.9504394777108021,1.0,1.0,0.9460576467255959,0.9373544965599802,1.0,1.0,0.9592641193252643,0.9504394777108021,1.0,1.0
AJU13321.1,0.856575130765931,0.830591533712002,1.0,1.0,0.5397334228492414,0.6090376477114674,0.59,0.615,0.6212989084480227,0.7129624751730846,0.667,0.667,0.8123661493908702,0.8156057695974523,0.8514999999999999,0.858,0.1984236014372163,0.4188864771198873,0.17700000000000002,0.41100000000000003,0.42841649043943797,0.5543308838973883,0.4095,0.5405
AJU13322.1,0.6250137162902603,0.6752156990213252,0.6920000000000001,0.6920000000000001,0.49011143270573515,0.5858709446964797,0.532,0.584,0.6883862398772654,0.7063212163345792,0.815,0.731,0.4352824842559059,0.5823932995287533,0.409,0.5595,0.4945842753249183,0.5910367227904482,0.631,0.5985,0.3122929150160027,0.48402531874890314,0.31999999999999995,0.46199999999999997
AJU13323.1,0.6875356542538323,0.7279343576422576,0.8,0.789,0.4462437617068403,0.5558345436998804,0.48200000000000004,0.536,0.285410092750919,0.473074018555907,0.26649999999999996,0.45899999999999996,0.6685563153636845,0.71811411224851,0.693,0.784,0.16404377406275147,0.36377517455972846,0.1595,0.3585,0.3288782975257812,0.491247971523557,0.311,0.46349999999999997
AJU13325.1,0.8694428709202012,,1.0,,0.8694428709202012,,1.0,,0.9094766109547779,,1.0,,0.6820380282121805,0.7148936557535723,0.667,0.667,0.9094766109547779,,1.0,,0.6820380282121805,0.7148936557535723,0.667,0.667
AJU13326.1,0.6286011734816958,0.686078340056056,0.667,0.705,0.4810074310374642,0.5773456749644129,0.507,0.5670000000000001,0.41607077702346634,0.5691688242764439,0.389,0.556,0.7361509931584072,0.7399534117940326,0.833,0.8260000000000001,0.2917791217812999,0.4654633309009516,0.262,0.4405,0.5387016522813451,0.612305863975096,0.548,0.6475
AJU13327.1,0.8401349548435673,0.8583068619795249,1.0,1.0,0.8328522044050399,0.8423647967911827,1.0,1.0,0.82899989010969,0.8474844704612582,1.0,1.0,0.9217636670607006,0.894200779162111,1.0,1.0,0.8235910172675731,0.8274056227000128,1.0,1.0,0.9075191553171609,0.8705505632961241,1.0,1.0
AJU13328.1,0.4763285402786244,0.5824843989961657,0.5065,0.5645,0.4763285402786244,0.5824843989961657,0.5065,0.5645,0.5501955657792038,0.6155595898426968,0.5459999999999999,0.6165,0.3947394342307876,0.5327459741214993,0.41100000000000003,0.5,0.5501955657792038,0.6155595898426968,0.5459999999999999,0.6165,0.3947394342307876,0.5327459741214993,0.41100000000000003,0.5
AJU13329.1,0.7088897048371126,0.7150200704566906,0.84,0.741,0.3610416159225984,0.5042472782224705,0.349,0.48700000000000004,0.7151222874555496,0.7220926655321761,0.889,0.7705,0.8510425822863582,0.76142914279004,0.9259999999999999,0.9259999999999999,0.41340552256963725,0.5435339576119259,0.4365,0.523,0.3169582826195614,0.4667505906244727,0.3145,0.4485
AJU13330.1,0.5779333065914996,0.6373288429888516,0.667,0.625,0.32748770641956126,0.4649554601714946,0.314,0.441,0.3554659208017899,0.5138495016166119,0.33299999999999996,0.5,0.4674127202334775,0.5954747786780971,0.44099999999999995,0.593,0.25445745505333484,0.41867224430773736,0.2405,0.4135,0.2420587995258624,0.4153861885717852,0.2365,0.41150000000000003
AJU13331.1,0.6726055493976099,0.6998901559715437,0.704,0.7045,0.33881007426831067,0.4831190222441767,0.338,0.46299999999999997,0.756603693695751,0.7306299423685821,0.8015,0.7929999999999999,0.7272103865863928,0.7260994053233117,0.7879999999999999,0.768,0.3391793867701637,0.4882205106641525,0.341,0.48,0.38271974981385953,0.4958134071290678,0.359,0.442
AJU13332.1,0.6635736759902371,0.6977908090892913,0.741,0.731,0.4389067095454337,0.5339861076481921,0.45849999999999996,0.522,0.8025376980698873,0.7419888946255184,0.852,0.815,0.544033236510322,0.656988918997228,0.5575,0.6609999999999999,0.5504244450354336,0.5923800588227559,0.5565,0.5965,0.4006621244841166,0.507891819249174,0.41000000000000003,0.49050000000000005
AJU13333.1,0.6956223185978558,0.7101531549404252,0.748,0.769,0.3950468943991302,0.511392185233087,0.41,0.499,0.7397565198236079,0.7282539803039809,0.836,0.7765,0.48639124395793837,0.6214858842513827,0.46149999999999997,0.667,0.34332343508863833,0.48346485111548815,0.38,0.472,0.2858897689503575,0.4530399536082629,0.279,0.429
AJU13334.1,0.4153434809606463,0.5598746611511377,0.41700000000000004,0.543,0.39887035327341935,0.545391714879987,0.4,0.529,0.4088262968612515,0.5317272697067591,0.39149999999999996,0.5,0.46031350987995456,0.5799725211987928,0.4625,0.5670000000000001,0.4079606546054592,0.526756367351023,0.39149999999999996,0.5,0.4591860575090264,0.5787525413496469,0.4625,0.5670000000000001
AJU13335.1,0.8283709821071416,0.7825519563489369,0.9259999999999999,0.865,0.6246181475105002,0.6373833203454801,0.6859999999999999,0.652,0.7877089027978106,0.7701026026224674,0.889,0.8205,0.893878624416772,0.8070836727814292,0.985,0.9275,0.5467136278346706,0.6119443178174376,0.6085,0.6225,0.639765912234844,0.6394888167418856,0.7095,0.659
AJU13336.1,0.6810387309851168,0.6885956046965053,0.76,0.7175,0.4612227766518083,0.5360635430065368,0.45899999999999996,0.506,0.5807224511040124,0.6392150277628781,0.5835,0.64,0.5779489177719751,0.6704353196264785,0.5845,0.702,0.39954158060212475,0.5021814524174164,0.41850000000000004,0.4625,0.40808239905338056,0.5264510278099308,0.382,0.5145
AJU13337.1,0.5682321274823371,0.6466495326458881,0.594,0.65,0.2948760781047569,0.4411082534008721,0.281,0.406,0.6675538503670037,0.6792930545570656,0.7175,0.696,0.6647100609553397,0.6855737941163165,0.7104999999999999,0.6705000000000001,0.294692841107471,0.4328402510048833,0.2855,0.381,0.34012354712044496,0.4613886772216069,0.33699999999999997,0.4485
AJU13338.1,0.7587721601772722,0.7463633692446132,0.852,0.815,0.5748226125268467,0.6139277925893215,0.618,0.614,0.6395194415470645,0.6908141890817724,0.636,0.7040000000000001,0.7340101259447945,0.7245360572571062,0.815,0.778,0.47033855878264025,0.5549035700309034,0.501,0.544,0.5161861490951245,0.5868559719468966,0.526,0.57
AJU13339.1,0.7641166795626059,0.7658094453728058,0.897,0.828,0.4404815867094556,0.553461887942255,0.402,0.534,0.7199338941914295,0.7557940242814958,0.845,0.7769999999999999,0.6871324036516485,0.7371935613804051,0.7415,0.7929999999999999,0.3801434027149141,0.5180392210138351,0.358,0.499,0.397931806807633,0.523971296361251,0.38749999999999996,0.5005
AJU13340.1,0.45650878806944634,0.566799201417602,0.4595,0.55,0.33561201013118797,0.465175570944274,0.322,0.43799999999999994,0.4092158271705413,0.5108731545997158,0.41500000000000004,0.51,0.6736825605224777,0.6879433560992226,0.7170000000000001,0.7495,0.2728069275994104,0.4009108840524628,0.249,0.372,0.492231538249924,0.5633642859632306,0.504,0.516
AJU13341.1,0.5757547115914843,0.644105273260181,0.615,0.652,0.37026287729975016,0.5051475683855982,0.38,0.478,0.350557205389352,0.5208472885487104,0.33299999999999996,0.5,0.6066038983796915,0.6643994016195113,0.615,0.6755,0.1640094457492554,0.3552161189948887,0.1545,0.35050000000000003,0.39723475347736004,0.5195550451718202,0.369,0.506
AJU13342.1,0.48595812430813623,0.5867307824213128,0.5,0.564,0.37037169651501944,0.506938660328123,0.36,0.473,0.3862845238970572,0.5243860903933577,0.3725,0.5,0.3818958681395898,0.5533284093749764,0.36,0.521,0.29934298461083797,0.4381627167518237,0.26899999999999996,0.415,0.3255088163053776,0.5069614796266017,0.2955,0.486
AJU13343.1,0.6215031724099372,0.6846255679142628,0.7105000000000001,0.6935,0.3469775066366206,0.49240404368946555,0.34600000000000003,0.4625,0.5295854681996213,0.6598951740077214,0.5379999999999999,0.6405000000000001,0.5315243432702358,0.660358838127642,0.53,0.6575,0.30057694199046586,0.47095699435214794,0.281,0.435,0.2949762256088771,0.48039109157161547,0.292,0.474
AJU13344.1,0.7572457772732111,0.7628074996990157,0.9229999999999999,0.8959999999999999,0.5076739848239356,0.5815989586420675,0.5379999999999999,0.583,0.5948344174637217,0.7029980808102695,0.7355,0.7295,0.8740296600995088,0.7924170174300178,0.9425,0.9335,0.3888269099648246,0.5224497576106896,0.3985,0.5095000000000001,0.5871566792022367,0.6108971637774877,0.5685,0.637
AJU13345.1,0.5706838118625596,0.6482310385972628,0.65,0.65,0.4767490900561859,0.5761136862647044,0.48100000000000004,0.5589999999999999,0.5490658139713391,0.6217688348445038,0.5695,0.6154999999999999,0.2928037870176873,0.4773918551828157,0.28150000000000003,0.4645,0.4477374087323649,0.5523898759948819,0.4535,0.5354999999999999,0.2806533685377978,0.4330755685451573,0.279,0.4235
AJU13346.1,0.758831699218893,0.7819030975935968,1.0,1.0,0.758831699218893,0.7819030975935968,1.0,1.0,0.7578582832551991,0.7900413118633772,1.0,1.0,0.7900413118633772,0.7827734162991005,1.0,1.0,0.7578582832551991,0.7900413118633772,1.0,1.0,0.7900413118633772,0.7827734162991005,1.0,1.0
AJU13347.1,0.617459045596952,0.6732052340461235,0.701,0.679,0.314734383420279,0.45233396369933265,0.282,0.41,0.5968021905943177,0.6217863448274324,0.6355,0.6,0.5308174472890107,0.6195416225020338,0.5085,0.615,0.2412489804475962,0.377153788319655,0.235,0.36550000000000005,0.23844462230004604,0.40392482394814133,0.22449999999999998,0.4
AJU13348.1,0.8108245123126752,0.7667787041278059,0.889,0.852,0.572389839670375,0.6068581498524179,0.5765,0.601,0.7064576301436178,0.7371250623755138,0.794,0.752,0.8519895037664773,0.7803073334212507,0.9259999999999999,0.9259999999999999,0.4981662600732078,0.5752236812013538,0.5125,0.5534999999999999,0.5637103483253726,0.6129364868588956,0.5765,0.636
