Absolute_Context_Score_Main_ATG,Numer_of_alt_ATG_5UTR,Numer_of_alt_ATG_ORF,Numer_of_alt_ATG_ORF_30codons,Numer_of_alt_ATG_ORF_200codons,Number_of_alt_ATG_tot,Max_ATG_Context_Score_ORF_30codons,Mean_ATG_Context_Score_ORF_30codons,Max_relative_ATG_Context_Score_ORF_30codons,Mean_relative_ATG_Context_Score_ORF_30codons
-7.4484,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.8006,1,13,1,5,14,-14.6176,-14.6176,0.18308,0.18308
-694.8137,0,96,1,4,96,-9.2218,-9.2218,685.592,685.592
-464.5552,0,162,0,2,162,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.5087,0,55,3,5,55,-12.5149,-13.5184797343378,-0.00628540000000001,-1.0098649089721
-14.6608,0,13,0,1,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,36,1,6,36,-13.5769,-13.5769,450.9783,450.9783
-10.0647,0,25,2,4,25,-6.8437,-7.53674882772385,3.2211,2.52805116244184
-13.5506,0,38,3,5,38,-11.8058,-12.8736419109826,1.7449,0.677058089017405
-464.5552,0,45,1,3,45,-14.6461,-14.6461,449.9091,449.9091
-694.8137,0,65,1,3,65,-17.1108,-17.1108,677.7029,677.7029
NaN,NaN,11,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-7.2552,0,15,0,4,15,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,22,3,0,22,-9.5579,-11.1118160383314,685.2559,683.693883013905
-234.2967,0,2,2,0,2,-14.4282,-15.0153825712433,219.8685,219.281317428757
-464.5552,0,17,1,4,17,-17.3436,-17.3436,447.2117,447.2117
-4.0382,0,28,3,8,28,-7.5593,-8.65670674950513,-3.521,-4.6184068699804
-12.5672,0,53,2,6,53,-16.3158,-16.4775876886496,-3.7485,-3.91028768864961
-11.8141,0,23,1,2,23,-11.7656,-11.7656,0.0485649999999999,0.0485649999999999
NaN,NaN,1,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,14,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.4858,0,11,1,2,11,-18.2151,-18.2151,-4.7293,-4.7293
NaN,NaN,8,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,39,1,3,39,-14.7742,-14.7742,680.0395,680.0395
-7.3648,0,24,1,2,24,-14.0119,-14.0119,-6.6471,-6.6471
-464.5552,0,37,2,6,37,-13.8953,-14.5314101222474,450.6599,450.023795422108
-464.5552,0,10,1,1,10,-11.3848,-11.3848,453.1704,453.1704
-11.6806,2,97,3,7,99,-12.8202,-13.8883600971191,-1.1396,-2.20776120857249
-10.5875,0,14,0,1,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.1941,0,42,2,4,42,-13.0755,-13.7627286125146,1.1186,0.431371387485368
-694.8137,0,8,3,0,8,-12.4861,-13.5685599852351,682.3277,681.245238412588
-12.502,0,29,1,2,29,-15.9463,-15.9463,-3.4443,-3.4443
-9.8604,0,11,4,0,11,-14.0816,-15.1336835918661,-4.2213,-5.2733835918661
-9.0931,0,21,2,5,21,-13.7535,-14.2250400141917,-4.6604,-5.13194001419174
-8.8638,0,8,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,8,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,32,1,3,32,-15.028,-15.028,679.7857,679.7857
-11.0925,0,12,0,2,12,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.7309,0,41,2,7,41,-13.271,-13.917439412249,-0.54016,-1.18659667414582
-13.2088,0,42,1,4,42,-15.3003,-15.3003,-2.0915,-2.0915
-694.8137,0,24,3,3,24,-11.4093,-12.2319720686641,683.4044,682.581742018625
-694.8137,0,18,2,5,18,-11.3389,-12.4361933415485,683.4749,682.376888540188
-234.2967,0,3,1,0,3,-18.5769,-18.5769,215.7198,215.7198
-12.571,0,11,1,1,11,-12.5412,-12.5412,0.0298530000000001,0.0298530000000001
-11.681,0,21,1,4,21,-11.8708,-11.8708,-0.18979,-0.18979
-234.2967,0,35,0,4,35,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.0233,0,12,0,2,12,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.1035,4,54,4,8,58,-14.095,-14.9153026846293,-2.9915,-3.8118026846293
-4.0382,0,59,3,5,59,-8.624,-9.65263936039301,-4.5857,-5.61434611817177
-14.4352,0,43,0,4,43,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.0124,0,41,2,5,41,-8.8361,-9.48768045723844,0.1763,-0.47528045723844
-11.3457,0,21,1,3,21,-15.9143,-15.9143,-4.5686,-4.5686
-10.4829,1,16,1,3,17,-17.4687,-17.4687,-6.9858,-6.9858
-694.8137,0,22,2,5,22,-15.8105,-16.043046742996,679.0033,678.77071634864
-464.5552,0,48,1,6,48,-15.6067,-15.6067,448.9486,448.9486
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,7,2,0,7,-11.2467,-11.9356017984198,683.5671,682.878197777963
-464.5552,0,12,1,0,12,-16.4547,-16.9707821985093,448.1005,447.40735281944
-234.2967,0,4,1,0,4,-18.0961,-18.0961,216.2006,216.2006
-234.2967,0,1,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,110,1,2,110,-15.4327,-15.4327,679.381,679.381
-694.8137,0,30,1,2,30,-15.4327,-15.4327,679.381,679.381
-464.5552,0,8,3,0,8,-12.2357,-13.279476763251,452.3195,451.275726331115
-694.8137,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,1,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.4784,0,31,1,3,31,-19.0418,-19.0418,-5.5634,-5.5634
-10.0579,0,36,2,2,36,-15.7502,-15.8979588788189,-5.6923,-5.84005887881892
NaN,NaN,2,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,31,2,3,31,-11.0118,-11.6122667640288,683.802,683.20152438485
NaN,NaN,7,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,38,2,4,38,-15.1559,-15.8463845257972,679.6578,678.967315474203
-14.1494,0,38,4,6,38,-13.6555,-14.3512828234677,0.49388,-0.201920105637333
-464.5552,0,59,0,0,59,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.4604,0,6,2,0,6,-11.8981,-12.4023297695114,-1.4377,-1.94192976951143
-14.1457,0,12,0,2,12,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.1679,0,13,1,0,13,-17.0417,-17.0417,-2.8739,-2.8739
-15.1202,0,35,2,2,35,-10.5874,-11.2753201641855,4.5328,3.84487978368096
-471.4687,0,19,1,3,19,-16.3213,-16.3213,455.1474,455.1474
-12.5581,0,18,1,3,18,-15.6208,-15.6208,-3.0627,-3.0627
-15.1484,0,6,2,0,6,-11.8146,-12.5049548995904,3.3338,2.6434451004096
-10.9403,0,9,1,0,9,-10.2118,-10.2118,0.72848,0.72848
-694.8137,0,51,2,6,51,-12.4513,-13.1351269112439,682.3624,681.678573088756
-12.2667,0,8,1,2,8,-12.3798,-12.3798,-0.11316,-0.11316
-7.1325,0,13,1,5,13,-13.8079,-13.8079,-6.6754,-6.6754
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,80,1,3,80,-19.2562,-19.2562,675.5576,675.5576
-10.6755,0,13,4,0,13,-12.7442,-13.8797130181581,-2.0687,-3.20421301815808
-12.9449,1,46,0,2,47,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.0921,0,31,1,2,31,-11.2058,-11.2058,-2.1137,-2.1137
-11.9609,0,8,1,0,8,-12.5245,-12.5245,-0.56361,-0.56361
-13.4346,0,69,0,2,69,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.8461,0,4,0,2,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.3509,1,21,4,7,22,-13.25,-14.3366774713387,-2.8992,-3.98585158058838
-10.024,0,20,1,5,20,-13.382,-13.382,-3.358,-3.358
NaN,NaN,4,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.9945,0,20,2,4,20,-13.5432,-14.1496107807565,-2.5487,-3.15510247225196
-18.5673,0,20,0,1,20,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.3646,1,20,2,3,21,-12.5928,-13.2811656363336,2.7718,2.08343436366641
-694.8137,0,13,0,0,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,2,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.9743,0,56,1,5,56,-13.5834,-13.5834,-1.6091,-1.6091
-12.6461,0,9,1,0,9,-14.7477,-14.7477,-2.1016,-2.1016
NaN,NaN,11,5,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.2627,3,6,1,0,9,-11.1341,-11.1341,2.1285,2.1285
NaN,NaN,7,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,101,4,9,101,-12.4679,-13.4655642863636,682.3458,681.348135713636
NaN,NaN,7,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,68,0,2,68,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.6719,0,10,0,0,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.3769,0,14,2,3,14,-17.6818,-17.9600113762705,-8.3049,-8.58311137627052
-15.2597,0,28,3,4,28,-14.2106,-15.2070214691539,1.0491,0.0526785308460684
-11.4093,0,34,1,2,34,-15.7582,-15.7582,-4.3489,-4.3489
-464.5552,0,32,1,4,32,-11.1608,-11.1608,453.3944,453.3944
-9.734,1,43,0,3,44,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.8258,0,40,0,3,40,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.8646,0,10,2,0,10,-8.9788,-9.65502404291217,0.88579,0.209566124896116
-13.1665,0,13,1,2,13,-14.998,-14.998,-1.8315,-1.8315
-18.5628,0,20,4,4,20,-14.2402,-15.0060706312658,4.3226,3.55672932538219
-9.7916,0,18,1,4,18,-16.5332,-16.5332,-6.7416,-6.7416
-13.5624,0,8,0,1,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.1549,0,44,3,8,44,-12.1155,-12.9207429876906,3.0394,2.23415701230941
-19.4248,0,41,3,8,41,-9.4509,-11.2564386648945,6.5275,4.70001761278107
-4.0382,0,8,4,0,8,-9.4509,-10.7284902153465,-5.4127,-6.69029021534652
-234.2967,0,47,1,3,47,-15.7333,-15.7333,218.5634,218.5634
NaN,NaN,10,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.429,0,67,0,1,67,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-701.7594,0,13,2,3,13,-13.3008,-13.9900224712688,688.4587,687.769477528731
-12.365,0,16,0,0,16,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.1027,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-6.9143,0,1,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.3287,0,15,1,3,15,-17.123,-17.123,-6.7943,-6.7943
NaN,NaN,4,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.4685,0,41,0,1,41,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.8648,0,30,1,4,30,-16.7243,-16.7243,-1.8595,-1.8595
-234.2967,0,13,1,0,13,-10.9689,-10.9689,223.3278,223.3278
NaN,NaN,7,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,5,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-4.0382,0,4,2,0,4,-9.8217,-10.5129850448379,-5.7835,-6.47478504483794
-15.7292,0,5,0,2,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.5951,0,6,1,0,6,-14.9889,-14.9889,-2.3937,-2.3937
-16.104,0,15,3,6,15,-15.0238,-15.3808630481741,1.0802,0.723128985869439
-7.734,0,18,3,5,18,-15.5355,-16.1796547490475,-7.8015,-8.44564064226666
-12.8403,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,62,0,3,62,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,46,3,7,46,-12.8192,-13.6914185863414,681.9945,681.122300769937
-9.0135,0,49,0,1,49,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-6.0621,0,2,0,0,2,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.3649,0,18,0,2,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.5527,0,33,3,4,33,-11.8652,-12.5439332882398,0.68751,0.00877396250773547
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-704.1775,0,30,1,3,30,-11.4709,-11.4709,692.7066,692.7066
-694.8137,0,64,2,3,64,-17.67,-18.3041086215842,677.1437,676.509591378416
-9.4443,0,27,1,4,27,-17.1167,-17.1167,-7.6725,-7.6725
-8.6321,0,59,2,7,59,-10.9935,-11.5944523794581,-2.3614,-2.96234357180529
-10.3296,0,11,1,1,11,-12.8697,-12.8697,-2.5402,-2.5402
-15.9139,0,26,5,10,26,-11.364,-12.6456134400028,4.5499,3.26831307540825
-14.6828,0,57,2,4,57,-13.3198,-13.7036177371695,1.363,0.979182262830487
-13.622,0,23,1,4,23,-19.0147,-19.0147,-5.3927,-5.3927
NaN,NaN,22,2,8,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,70,2,8,70,-12.2411,-12.9137783472046,452.3141,451.641421652795
-11.2786,0,18,1,2,18,-14.4708,-14.4708,-3.1922,-3.1922
-694.8137,0,21,0,2,21,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.1764,1,38,2,4,39,-11.5329,-11.980873881905,-0.35651,-0.804481707585585
NaN,NaN,4,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,11,3,0,11,-12.578,-13.4266762884978,682.2358,681.387101597426
-16.2895,0,31,0,2,31,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,8,1,1,8,-9.5631,-9.5631,685.2507,685.2507
-12.0344,0,29,2,4,29,-13.7299,-14.4191788598217,-1.6955,-2.38477885982166
-13.295,0,43,1,5,43,-12.592,-12.592,0.70301,0.70301
-234.2967,0,39,3,5,39,-9.334,-10.4285014436183,224.9628,223.868298146161
-14.2941,0,18,1,2,18,-13.9401,-13.9401,0.35407,0.35407
-9.0241,1,15,0,0,16,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.8902,0,47,2,4,47,-13.7535,-14.4424047628548,-3.8633,-4.5522043394906
-11.8497,0,18,0,2,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.7543,0,30,3,5,30,-16.3673,-16.8362040448302,-4.6129,-5.08185076886451
-12.4131,0,6,1,0,6,-13.6503,-13.6503,-1.2372,-1.2372
-9.8024,0,27,2,5,27,-9.7173,-10.4091098352569,0.0850919999999999,-0.606717958204805
NaN,NaN,5,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,11,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,20,0,0,20,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,2,7,1,0,9,-12.3821,-13.2981196703143,450.3878,449.289187711332
-18.4873,2,3,2,0,5,-12.3821,-13.043188022806,6.1052,5.44411197719401
-12.7689,0,29,1,5,29,-10.6596,-10.6596,2.1093,2.1093
-12.3543,0,38,1,4,38,-17.7311,-17.7311,-5.3768,-5.3768
-8.8002,0,42,2,4,42,-10.2411,-10.9300305085145,-1.4408,-2.12973092927295
NaN,NaN,2,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.9633,0,22,1,3,22,-17.5377,-17.5377,-4.5744,-4.5744
-15.5826,0,57,1,6,57,-14.7409,-14.7409,0.8417,0.8417
-12.5569,0,46,1,2,46,-14.2393,-14.2393,-1.6824,-1.6824
-8.0709,0,73,3,8,73,-10.4022,-11.4497290326564,-2.3313,-3.37882903265639
-9.6604,0,22,4,5,22,-12.8007,-14.0450105781709,-3.1403,-4.38460359828265
-12.2212,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.2355,5,89,1,3,94,-17.051,-17.051,-4.8155,-4.8155
-17.9483,0,12,2,3,12,-16.4334,-16.9975048638716,1.5149,0.950796346766039
-12.3544,0,13,2,4,13,-11.4803,-12.0618983483168,0.87405,0.292456929415546
-8.7511,0,78,1,2,78,-16.8591,-16.8591,-8.108,-8.108
NaN,NaN,8,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.9451,0,32,1,5,32,-12.4451,-12.4451,-1.5,-1.5
-12.2,0,15,0,1,15,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.1749,0,15,1,4,15,-18.3552,-18.3552,-9.1802,-9.1802
-10.161,1,22,2,3,23,-12.3227,-13.008849669777,-2.1616,-2.84775036705091
-464.5552,0,26,2,4,26,-12.0025,-12.48429637216,452.5527,452.070922679607
-11.2799,0,24,2,2,24,-12.3663,-13.057017304881,-1.0864,-1.77711730488096
-234.2967,0,21,1,1,21,-12.0478,-12.0478,222.2489,222.2489
-12.8177,1,21,2,3,22,-12.1186,-12.8087416559244,0.6991,0.00895834407559274
-14.86,0,21,1,5,21,-17.3358,-17.3358,-2.4757,-2.4757
-15.2041,0,60,1,4,60,-8.8198,-8.8198,6.3843,6.3843
-16.3114,0,76,2,3,76,-14.9284,-15.6130511060531,1.383,0.698348893946854
-9.1784,0,7,1,3,7,-15.269,-15.269,-6.0906,-6.0906
-464.5552,0,56,2,4,56,-14.5778,-14.5966685597238,449.9774,449.958531440276
-8.1059,2,153,0,2,155,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.0443,0,55,3,7,55,-15.0025,-15.7527905509701,1.0418,0.291514967594378
-9.6662,0,30,2,4,30,-14.577,-15.24943993246,-4.9108,-5.58323993245996
-694.8137,0,13,1,3,13,-16.4295,-16.4295,678.3842,678.3842
-8.7511,0,7,1,0,7,-15.2396,-15.2396,-6.4885,-6.4885
-464.5552,0,5,3,0,5,-15.5124,-16.3995395731583,449.0429,448.15574136675
-12.5844,0,15,0,1,15,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.3251,1,20,2,4,21,-15.4828,-16.1049975135488,-5.1577,-5.77989066410747
-11.7035,0,21,1,2,21,-13.0718,-13.0718,-1.3683,-1.3683
-9.2591,0,46,1,1,46,-13.7861,-13.7861,-4.527,-4.527
-12.3479,0,9,2,0,9,-13.1043,-13.5135651811225,-0.75638,-1.16565012397578
-17.1845,0,14,3,4,14,-9.1001,-10.1333109046715,8.0844,7.05118316178388
-464.5552,0,40,1,3,40,-20.4391,-20.4391,444.1161,444.1161
NaN,NaN,5,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,23,0,3,23,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.4444,0,67,2,7,67,-12.7667,-13.4569043158862,-0.32234,-1.0125444921932
-14.5353,0,35,2,3,35,-11.6555,-12.3189231317748,2.8798,2.21637833259245
-17.4463,0,16,1,2,16,-17.2403,-17.2403,0.20604,0.20604
-12.1632,0,25,2,3,25,-12.8191,-13.2455895729089,-0.65589,-1.08238191354717
-13.9375,0,67,0,0,67,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.9326,0,3,1,0,3,-10.3184,-10.3184,1.6142,1.6142
-15.3744,0,103,1,4,103,-13.0822,-13.0822,2.2922,2.2922
-464.5552,0,27,3,4,27,-13.4044,-14.4670505216588,451.1508,450.088149478341
-11.2481,0,82,4,6,82,-13.3103,-14.0711220618801,-2.0622,-2.82302206188006
-464.5552,0,7,0,1,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-7.7203,0,20,0,1,20,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.6008,0,12,0,1,12,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,36,2,4,36,-13.3601,-13.9502780758334,451.1952,450.605012140093
-15.3092,1,69,3,3,70,-12.8794,-13.6520059437936,2.4298,1.65719269581234
NaN,NaN,7,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,2,0,0,2,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.5585,0,6,1,0,6,-12.2531,-12.2531,4.3054,4.3054
-11.4544,0,13,1,6,13,-13.9588,-13.9588,-2.5044,-2.5044
-694.8137,0,81,0,2,81,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,23,1,3,23,-14.359,-14.359,680.4547,680.4547
-12.4131,2,12,1,3,14,-18.0385,-18.0385,-5.6254,-5.6254
-12.4306,2,34,1,9,36,-14.1459,-14.1459,-1.7153,-1.7153
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,13,1,0,13,-18.3442,-18.3442,446.211,446.211
-464.5552,0,11,3,0,11,-12.3803,-13.4665624320514,452.175,451.088737030987
-694.8137,0,24,0,3,24,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,29,5,6,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,38,0,0,38,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,25,1,1,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,8,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,40,0,3,40,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,108,1,4,108,-17.6118,-17.6118,677.2019,677.2019
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,9,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,105,0,1,105,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.8043,0,9,1,2,9,-19.4583,-19.4583,-5.654,-5.654
-12.9635,0,72,3,5,72,-13.4403,-14.4016169388066,-0.47683,-1.4381430901381
-11.0773,0,30,0,3,30,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.9104,0,33,0,3,33,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.9983,0,10,3,0,10,-10.368,-11.2776693192876,0.63026,-0.279402432522225
-11.9286,0,99,2,4,99,-11.2886,-11.976138309106,0.64003,-0.047508476898617
-694.8137,0,50,1,3,50,-9.4422,-9.4422,685.3716,685.3716
-11.7451,0,28,2,4,28,-13.3836,-13.8927456255419,-1.6384,-2.14754562554186
-9.9185,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.5991,0,38,2,3,38,-17.921,-18.3127381320408,-2.3219,-2.71366415356761
-15.9438,0,24,4,8,24,-12.286,-13.4756431050131,3.6578,2.46815678629423
-13.8744,0,36,0,9,36,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.0063,2,6,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-234.2967,0,14,2,3,14,-11.7013,-12.2626168052307,222.5955,222.034183194769
-694.8137,0,6,2,0,6,-10.8746,-11.5322255476495,683.9392,683.281574452351
-14.0682,0,20,3,9,20,-14.0804,-15.140134234389,-0.01223,-1.07196309041247
-464.5552,0,9,1,0,9,-17.8001,-17.8001,446.7552,446.7552
NaN,NaN,10,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,2,1,0,2,-12.4418,-12.4418,682.3719,682.3719
-10.2997,0,11,0,2,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,26,0,4,26,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,3,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,10,3,4,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,0,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,18,1,4,18,-17.4899,-17.4899,677.3238,677.3238
-694.8137,0,1,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,9,1,0,9,-15.3899,-15.3899,449.1654,449.1654
NaN,NaN,3,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.0769,0,60,2,4,60,-8.6685,-9.35255870128542,4.4084,3.72434120824199
-9.3749,0,21,2,5,21,-10.3008,-10.9903157052331,-0.92598,-1.61549541523039
-694.8137,0,38,3,8,38,-13.8697,-14.7038617660286,680.944,680.10984899428
-11.791,0,22,1,1,22,-14.3571,-14.3571,-2.5661,-2.5661
-694.8137,0,29,3,7,29,-12.552,-13.2970888408204,682.2617,681.516629080441
-694.8137,0,42,1,6,42,-13.1674,-13.1674,681.6464,681.6464
-234.2967,0,23,2,5,23,-16.5073,-17.1621962138899,217.7894,217.13450378611
-13.9718,0,11,2,6,11,-14.8424,-15.2978381273653,-0.87051,-1.32596716780525
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.2669,1,47,0,1,48,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
