ORF,Mean_length,Max_length,Num_of_shifted_ORF,Mean_length_30,Max_length_30,Num_of_shifted_ORF_30,Mean_length_200,Max_length_200,Num_of_shifted_ORF_200
YIL017C,431.779411764706,2508,68,0,0,0,16.5,30,4
YIL018W,159.75,189,4,0,0,0,161,189,3
YIL019W,198.6,1008,20,16.5,18,2,35.4545454545455,135,11
YIL020C,53.2105263157895,342,19,24,24,1,44.5,132,12
YIL020C-A,90.75,228,4,0,0,0,0,0,0
YIL021C-A,63.75,99,4,0,0,0,0,0,0
YIL021W,248.823529411765,873,17,0,0,0,47,75,3
YIL022W,163.833333333333,951,18,0,0,0,53.25,99,4
YIL023C,196.894736842105,807,19,0,0,0,47.5,90,6
YIL024C,107.307692307692,390,13,0,0,0,0,0,0
YIL025C,7.5,9,2,9,9,1,0,0,0
YIL026C,363.214285714286,2763,56,0,0,0,33.9,90,10
YIL027C,58,279,9,0,0,0,0,0,0
YIL028W,190.909090909091,363,11,27,45,2,0,0,0
YIL029C,132,405,6,0,0,0,0,0,0
YIL029W-A,130.285714285714,339,7,0,0,0,0,0,0
YIL030C,786.81,3768,100,24,33,2,65.8125,183,16
YIL030W-A,250,336,6,0,0,0,0,0,0
YIL031W,467.950819672131,2919,61,0,0,0,54,87,9
YIL032C,156,156,1,0,0,0,0,0,0
YIL033C,368.666666666667,996,9,0,0,0,0,0,0
YIL034C,99.8571428571429,276,14,18,24,2,52.125,114,8
YIL035C,196.071428571429,912,28,40.5,45,2,31.7142857142857,63,7
YIL036W,453.264705882353,1608,34,0,0,0,52,102,3
YIL037C,523.3125,1833,32,12,12,1,32.5,81,6
YIL038C,317.071428571429,2250,42,0,0,0,81,162,6
YIL039W,156.769230769231,1071,39,0,0,0,46.3846153846154,126,13
YIL040W,78,243,10,21,21,1,0,0,0
YIL041W,198.75,870,12,21,21,1,42.75,66,4
YIL042C,339.9,1173,20,0,0,0,55.5,93,4
YIL043C,194.833333333333,687,18,30,30,1,39,75,7
YIL044C,57,129,7,0,0,0,55,129,6
YIL045W,272.590909090909,1584,44,12,12,1,31.0909090909091,90,11
YIL046W,496.05,1902,40,0,0,0,55.5,96,4
YIL046W-A,67.125,162,8,0,0,0,0,0,0
YIL047C,804.375,2562,40,21,21,1,93.5,192,6
YIL047C-A,204.666666666667,363,9,0,0,0,0,0,0
YIL048W,505.454545454545,3258,66,0,0,0,66,105,3
YIL049W,83.7692307692308,408,13,22.5,27,2,35.4,90,10
YIL050W,86,522,15,0,0,0,25.5,57,8
YIL051C,126,321,4,0,0,0,0,0,0
YIL052C,48,48,1,0,0,0,0,0,0
YIL053W,79.9285714285714,393,14,0,0,0,60,183,9
YIL054W,121.5,165,2,0,0,0,0,0,0
YIL055C,386.925,1647,40,0,0,0,58.875,153,8
YIL056W,346.5,1431,28,0,0,0,80.25,159,8
YIL057C,82.75,459,12,0,0,0,0,0,0
YIL058W,112.714285714286,282,7,0,0,0,0,0,0
YIL059C,42,78,4,0,0,0,0,0,0
YIL060W,234.75,432,4,12,12,1,0,0,0
YIL061C,308.25,738,4,0,0,0,39,63,2
YIL062C,109.2,342,5,30,30,1,0,0,0
YIL063C,94.2,219,15,31.5,36,2,98.1,195,10
YIL064W,213.833333333333,750,18,0,0,0,38.3333333333333,96,9
YIL065C,60.8571428571429,186,7,0,0,0,0,0,0
YIL066C,550.622950819672,2412,61,0,0,0,19.2,30,5
YIL066W-A,50.4,180,5,6,6,1,0,0,0
YIL067C,311.733333333333,1908,45,0,0,0,40.6153846153846,75,13
YIL068C,426.122448979592,2064,49,0,0,0,67.5,138,8
YIL068W-A,107,270,6,6,6,1,0,0,0
YIL069C,27,33,2,0,0,0,0,0,0
YIL070C,124.833333333333,669,18,0,0,0,62.5,135,12
YIL071C,346.838709677419,1239,31,24,24,1,51.375,114,8
YIL071W-A,196,417,6,24,24,1,0,0,0
YIL072W,390.1,1734,30,0,0,0,39,102,5
YIL073C,528.375,2661,64,0,0,0,48.25,150,12
YIL074C,276.444444444444,1362,27,0,0,0,31.5,60,6
YIL075C,506.517857142857,2661,56,9,9,1,46.875,102,8
YIL076W,84.6,408,10,27,27,1,32.4,60,5
YIL077C,331.35,915,20,33,45,3,78.6666666666667,138,9
YIL078W,423.947368421053,2043,57,10.5,12,2,28.8,75,10
YIL079C,136.5,876,22,6,6,1,42.6,174,10
YIL082W,257.454545454545,864,22,12,12,1,40.5,96,6
YIL082W-A,981.6,4488,70,12,12,1,40.5,96,6
YIL083C,122,588,18,0,0,0,51,108,4
YIL084C,123.857142857143,582,21,0,0,0,46.7142857142857,108,7
YIL085C,350.605263157895,1446,38,18,18,1,57.4285714285714,120,7
YIL086C,14,24,3,0,0,0,0,0,0
YIL087C,105,291,9,32,48,3,0,0,0
YIL088C,280.9,1248,30,0,0,0,35.1428571428571,63,7
YIL089W,151,543,6,0,0,0,63,129,4
YIL090W,151.344827586207,1452,29,0,0,0,41.25,123,8
YIL091C,186.075,1395,40,45,45,1,51.2,93,15
YIL092W,309.615384615385,1893,39,0,0,0,34.3636363636364,81,11
YIL093C,108.166666666667,387,18,9,9,1,29.1818181818182,63,11
YIL094C,170.4,768,15,0,0,0,36.75,57,4
YIL095W,527.808510638298,2208,47,21,21,1,32.25,96,12
YIL096C,132.5625,816,16,0,0,0,18.6,54,5
YIL097W,116.9,1323,30,22.5,27,2,27.8571428571429,42,7
YIL098C,89,363,6,21,21,1,0,0,0
YIL099W,332,1635,27,0,0,0,88.5,150,4
YIL100C-A,71.25,126,4,0,0,0,0,0,0
YIL100W,51.5454545454545,132,11,0,0,0,0,0,0
YIL101C,386.25,1560,20,0,0,0,21,33,3
YIL102C,101,216,6,0,0,0,0,0,0
YIL102C-A,55,72,3,0,0,0,0,0,0
YIL103W,174.777777777778,984,27,12,12,1,39.2727272727273,90,11
YIL104C,228.081081081081,1410,37,33,33,1,34.6875,78,16
YIL105C,307.785714285714,2043,42,0,0,0,42,99,5
YIL105W-A,76.5,129,2,24,24,1,0,0,0
YIL106W,144.545454545455,711,22,0,0,0,55.5,126,10
YIL107C,301.684210526316,2103,57,0,0,0,55.9090909090909,129,11
YIL108W,326.133333333333,1680,45,0,0,0,42.6,87,5
YIL109C,871.479452054794,2694,73,0,0,0,54.6,75,5
YIL110W,73.3636363636364,843,22,0,0,0,39.6923076923077,96,13
YIL111W,99,345,6,0,0,0,0,0,0
YIL112W,292.044943820225,2787,89,27,27,1,50.5,111,12
YIL113W,137.25,558,12,0,0,0,64.125,144,8
YIL114C,97.6153846153846,351,13,51,54,2,40.7142857142857,66,7
YIL115C,339.192307692308,3807,78,48,48,1,38.625,111,8
YIL115W-A,136.714285714286,303,7,39,39,1,0,0,0
YIL116W,173.41935483871,963,31,0,0,0,45.75,114,12
YIL117C,182.142857142857,744,14,0,0,0,31,60,6
YIL118W,88.8,423,15,27,27,1,61.75,174,12
YIL119C,223.636363636364,1188,22,18,18,1,26.1428571428571,66,7
YIL120W,410.875,1668,24,0,0,0,43,72,6
YIL121W,283.875,1566,24,0,0,0,39.5,72,6
YIL122W,323.55,1002,20,0,0,0,46.5,111,4
YIL123W,100.666666666667,612,18,0,0,0,73.8,96,5
YIL124W,135.142857142857,759,21,9,9,1,37.9090909090909,171,11
YIL125W,381.966101694915,2880,59,0,0,0,79.2857142857143,177,7
YIL126W,622.479452054794,4056,73,0,0,0,51,141,4
YIL127C,29.1428571428571,69,7,0,0,0,29.1428571428571,69,7
YIL128W,460.017857142857,3060,56,0,0,0,39,87,6
YIL129C,1239.71052631579,6903,152,0,0,0,43,57,3
YIL130W,397.277777777778,2274,54,21,21,1,64.5,237,10
YIL131C,188.4,960,30,9,9,1,40,141,9
YIL132C,100.2,366,10,18,18,1,22.7142857142857,51,7
YIL133C,91.7142857142857,342,7,18,18,1,91.7142857142857,342,7
YIL134C-A,22,51,3,7.5,9,2,0,0,0
YIL134W,234.4,780,15,0,0,0,53,84,3
YIL135C,392.7,1239,20,0,0,0,24,60,4
YIL136W,150.166666666667,1122,18,0,0,0,21.75,27,4
YIL137C,532.826086956522,2430,46,15,15,1,45.6,156,5
YIL138C,67.5,171,6,15,18,2,0,0,0
YIL139C,60,363,12,28.5,45,2,32.4545454545455,90,11
YIL140W,162.236842105263,1965,38,0,0,0,36.8571428571429,99,7
YIL141W,125,327,3,6,6,1,0,0,0
YIL142C-A,140.25,258,4,0,0,0,0,0,0
YIL142W,297,1461,23,0,0,0,23,42,6
YIL143C,428.194029850746,2478,67,0,0,0,58.6666666666667,102,9
YIL144W,423.428571428571,2034,35,0,0,0,33.6,69,5
YIL145C,214.6875,834,16,30,30,1,36,93,5
YIL146C,271.875,1539,24,0,0,0,35.6666666666667,75,9
YIL147C,516.272727272727,3105,66,0,0,0,20.25,42,4
YIL148W,70.5,84,2,0,0,0,0,0,0
YIL149C,786.705882352941,4707,102,45,45,1,29.4,69,15
YIL150C,318.444444444444,1620,27,21,21,1,33.3333333333333,66,9
YIL151C,683.555555555556,3345,81,57,63,3,49.9090909090909,111,11
YIL152W,117.6,504,5,0,0,0,21,33,2
YIL153W,392.85,987,20,0,0,0,93,189,4
YIL154C,388.5,939,12,0,0,0,58,99,3
YIL155C,511.916666666667,1905,36,0,0,0,75,105,4
YIL156W,530.181818181818,3189,66,33,33,1,42.375,96,8
YIL156W-A,72.6,153,5,0,0,0,0,0,0
YIL156W-B,93,99,2,0,0,0,0,0,0
YIL157C,130.5,591,6,0,0,0,0,0,0
YIL158W,173.454545454545,477,11,54,54,1,42.5,54,6
YIL159W,644.925925925926,3942,81,0,0,0,25.5,72,8
YIL160C,209.478260869565,1206,23,0,0,0,49.125,102,8
YIL161W,87.5,279,12,0,0,0,43.5,108,8
YIL162W,256.941176470588,1539,34,0,0,0,62.3571428571429,135,14
YIL163C,189,282,4,0,0,0,0,0,0
YIL164C,99.5,243,12,0,0,0,99.5,243,12
YIL165C,111,306,8,0,0,0,0,0,0
YIL166C,409,1401,24,0,0,0,45.75,81,4
YIL167W,78.3103448275862,633,29,18,18,1,86.0625,378,16
YIL169C,193.657894736842,567,38,0,0,0,0,0,0
YIL170W,390.625,1149,24,0,0,0,31.8,66,5
YIL171W,79.5,132,4,42,42,1,0,0,0
YIL171W-A,76.5,180,6,0,0,0,0,0,0
YIL172C,289.692307692308,1656,39,0,0,0,83.25,207,8
YIL173W,498.111111111111,4194,108,0,0,0,35.5714285714286,75,7
YIL174W,42,42,1,0,0,0,0,0,0
YIL175W,56.625,138,8,0,0,0,0,0,0
YIL176C,144,210,3,0,0,0,0,0,0
YIL177C,1028.21359223301,5085,103,0,0,0,7.5,9,2
YIL177W-A,136.8,480,5,18,18,1,0,0,0
YIR001C,90.6666666666667,255,9,18,18,1,72.8571428571429,126,7
YIR002C,411.591549295775,2652,71,49,72,3,54.9,132,10
YIR003W,368.2,1866,30,0,0,0,47.1428571428571,177,7
YIR004W,195.1875,987,32,0,0,0,79.8461538461538,165,13
YIR005W,32.3333333333333,90,9,9,9,1,0,0,0
YIR006C,1066.35483870968,4416,93,0,0,0,113.571428571429,297,7
YIR007W,399.625,1977,48,0,0,0,56,90,6
YIR008C,240.214285714286,1188,28,0,0,0,52.8,81,5
YIR009W,127.5,216,4,0,0,0,0,0,0
YIR010W,456.810810810811,1689,37,0,0,0,70.5,111,8
YIR011C,272.375,957,24,9,12,2,25.875,84,8
YIR012W,275.4,1176,35,0,0,0,43.75,111,12
YIR013C,54,165,6,0,0,0,0,0,0
YIR014W,96,459,14,24,27,2,34.7142857142857,78,7
YIR015W,151,408,6,15,15,1,0,0,0
YIR016W,122.052631578947,600,19,6,6,1,34.6153846153846,75,13
YIR017C,161.25,501,8,0,0,0,0,0,0
YIR017W-A,284.1,585,10,0,0,0,284.1,585,10
YIR018C-A,52.5,69,2,0,0,0,0,0,0
YIR018W,102.375,285,8,0,0,0,63.6,102,5
YIR019C,499.384615384615,3948,26,0,0,0,79.6666666666667,201,9
YIR020C,15,15,1,0,0,0,0,0,0
YIR020C-B,282.9,705,10,45,45,1,29.4,45,5
YIR020W-A,0,0,0,0,0,0,0,0,0
YIR021W,232,1002,18,0,0,0,49,156,6
YIR021W-A,0,0,0,0,0,0,0,0,0
YIR022W,116,441,9,0,0,0,0,0,0
YIR023C-A,45,81,2,0,0,0,0,0,0
YIR023W,386.95,2475,60,27,27,1,40.5,90,12
YIR024C,150.315789473684,645,19,15,15,1,22.9090909090909,60,11
YIR025W,161.763157894737,1020,38,9,9,1,25.75,63,12
YIR026C,207,699,22,15,15,1,40.8,156,10
YIR027C,286.5,1263,28,0,0,0,66.6,123,10
YIR028W,234.928571428571,1338,42,0,0,0,53.6666666666667,153,9
YIR029W,136.565217391304,798,23,16.5,24,2,45,117,11
YIR030C,195.818181818182,690,11,0,0,0,29,51,6
YIR030W-A,15,21,2,9,9,1,0,0,0
YIR031C,317.489361702128,1335,47,0,0,0,43,99,6
YIR032C,128.625,501,8,12,12,1,0,0,0
YIR033W,622.5,3264,68,0,0,0,75.75,177,8
YIR034C,170,888,15,0,0,0,49.5,90,8
YIR035C,115.071428571429,342,14,0,0,0,66.6,96,5
YIR036C,211.090909090909,597,11,0,0,0,87,372,6
YIR036W-A,39,102,4,18,18,1,0,0,0
YIR037W,60.9,216,10,0,0,0,0,0,0
YIR038C,125.769230769231,429,13,0,0,0,30.5,54,6
YIR039C,322.090909090909,1575,33,0,0,0,70.5,276,16
YIR040C,103.5,327,8,0,0,0,0,0,0
YIR041W,68,132,3,0,0,0,0,0,0
YIR042C,68.625,291,16,0,0,0,48.5454545454545,96,11
YIR043C,122.6,693,30,21,27,2,44.4,96,10
YJL001W,108.923076923077,582,13,30,30,1,58.6666666666667,180,9
YJL002C,172.95,984,20,0,0,0,48.75,75,4
YJL003W,16.5,18,2,15,15,1,0,0,0
YJL004C,69.9,156,10,9,9,1,69.9,156,10
YJL005W,988.088888888889,5868,135,0,0,0,44.7,105,10
YJL006C,50.0625,243,16,0,0,0,23.625,60,8
YJL007C,96.75,183,4,33,33,1,0,0,0
YJL008C,579.162162162162,1587,37,0,0,0,32,57,3
YJL009W,64.2,102,5,0,0,0,0,0,0
YJL010C,379.533333333333,1851,45,0,0,0,20.1,54,10
YJL011C,61.3636363636364,195,11,12,12,2,0,0,0
YJL012C,229.642857142857,1356,42,10.5,12,2,11.4,15,5
YJL013C,316.551724137931,1515,29,0,0,0,39.3333333333333,111,9
YJL014W,379.657894736842,1584,38,0,0,0,35.6666666666667,93,9
YJL015C,43.2857142857143,75,7,24,24,1,0,0,0
YJL016W,240.219512195122,1224,41,0,0,0,30,66,7
YJL019W,365.853658536585,1995,41,46.5,63,2,57.6,102,15
YJL020C,453.491803278689,3009,61,0,0,0,60,129,4
YJL020W-A,34.5,42,2,27,27,1,0,0,0
YJL022W,21,27,3,0,0,0,0,0,0
YJL023C,153.692307692308,657,13,0,0,0,31.2,75,5
YJL024C,41.1818181818182,168,11,12,12,1,0,0,0
YJL025W,297.75,1443,32,0,0,0,64.3333333333333,144,9
YJL026C-A,71,87,3,0,0,0,0,0,0
YJL026W,296.052631578947,1074,19,0,0,0,81,141,5
YJL027C,248.25,414,4,0,0,0,0,0,0
YJL028W,0,0,0,0,0,0,0,0,0
YJL029C,511.425,2064,40,51,51,1,26,54,6
YJL030W,25.3846153846154,81,13,0,0,0,0,0,0
YJL031C,203.5,873,18,39,39,1,31.125,51,8
YJL032W,68.5,243,6,13.5,21,2,0,0,0
YJL033W,331.754716981132,1935,53,21,21,1,28.3333333333333,72,9
YJL034W,258.162162162162,1851,37,0,0,0,30.9,84,10
YJL035C,235.8,735,20,15,15,1,24.8571428571429,96,7
YJL036W,147.4,741,15,0,0,0,33.5,75,6
YJL037W,226,663,9,0,0,0,24.6,33,5
YJL038C,33,84,10,0,0,0,27.3333333333333,57,9
YJL039C,658.087912087912,4434,91,42,42,1,31.5,75,10
YJL041W,411.236842105263,1080,38,0,0,0,183,273,2
YJL042W,766.36,4044,75,0,0,0,112.5,141,2
YJL043W,216,555,13,0,0,0,52.5,81,4
YJL044C,162,1152,31,12,12,1,60,165,12
YJL045W,397.615384615385,1611,39,0,0,0,56.1428571428571,135,7
YJL046W,284.636363636364,1224,33,0,0,0,89.4,189,10
YJL047C,550.5,2403,58,42,42,1,36,60,8
YJL047C-A,54,54,1,0,0,0,0,0,0
YJL048C,192,1182,23,0,0,0,78,180,9
YJL049W,169.137931034483,1089,29,0,0,0,42,93,10
YJL050W,564.227848101266,2559,79,0,0,0,42,105,10
YJL051W,316.772727272727,2193,44,0,0,0,68.6666666666667,123,9
YJL052C-A,27,27,1,27,27,1,0,0,0
YJL052W,232.235294117647,870,17,0,0,0,102.428571428571,246,7
YJL053W,154.344827586207,1029,29,24,24,1,36.2727272727273,108,11
YJL054W,219,1323,20,0,0,0,24,45,8
YJL055W,226.941176470588,732,17,33,33,1,48,72,6
YJL056C,295.553571428571,2598,56,9,9,1,50.3333333333333,111,9
YJL057C,234.272727272727,1368,33,18,18,1,61.125,123,8
YJL058C,139.32,1158,25,0,0,0,36,57,6
YJL059W,220.08,999,25,13.5,18,2,38,72,6
YJL060W,244.058823529412,1299,17,0,0,0,25.2,63,5
YJL061W,259.5625,1872,48,0,0,0,43,108,9
YJL062W,498.260869565217,2043,46,51,51,1,34.5,120,8
YJL062W-A,193,213,3,0,0,0,0,0,0
YJL063C,130.5,459,14,12,12,1,24,66,4
YJL064W,124.8,273,5,0,0,0,0,0,0
YJL065C,81,399,11,0,0,0,0,0,0
YJL066C,121.894736842105,561,19,0,0,0,66,105,10
YJL067W,105,291,4,9,9,1,0,0,0
YJL068C,163.153846153846,819,13,0,0,0,51.75,75,4
YJL069C,232.760869565217,1779,46,31.5,42,2,62.2941176470588,147,17
YJL070C,471.219512195122,2505,41,0,0,0,44.25,99,8
YJL071W,260.5,1488,36,33,45,3,33.75,93,8
YJL072C,132.6,456,10,0,0,0,49.2857142857143,135,7
YJL073W,305.25,1761,36,6,6,1,50,126,9
YJL074C,635.054794520548,3474,73,0,0,0,50.5714285714286,138,7
YJL075C,51,66,4,0,0,0,0,0,0
YJL076W,563.861538461538,3522,65,0,0,0,20.5,63,6
YJL077C,87,165,4,0,0,0,0,0,0
YJL077W-A,57,57,1,0,0,0,0,0,0
YJL077W-B,9,9,1,9,9,1,0,0,0
YJL078C,264.260869565217,2079,23,0,0,0,49,90,9
YJL079C,67.8,234,10,0,0,0,32,42,3
YJL080C,386.695652173913,3438,69,0,0,0,37.5,63,6
YJL081C,145.173913043478,1077,23,36,45,2,33.75,66,8
YJL082W,550.471698113208,2076,53,0,0,0,24.8571428571429,63,7
YJL083W,300.942857142857,1611,35,0,0,0,25.5,51,6
YJL084C,464.4375,3135,48,0,0,0,28.2857142857143,51,7
YJL085W,299.53125,1545,32,18,18,1,30.6,72,5
YJL086C,45,93,4,18,18,1,0,0,0
YJL087C,286.086206896552,1998,58,21,21,1,35.7857142857143,111,14
YJL088W,143.111111111111,762,27,21,21,1,30.5,99,12
YJL089W,224.266666666667,2187,45,43.5,54,2,52.5,114,10
YJL090C,231.512195121951,2010,41,12,12,1,45,66,8
YJL091C,280.090909090909,1338,22,15,15,1,41.25,66,4
YJL092W,624.940298507463,3300,67,21,21,1,26.625,69,8
YJL093C,548.325,2064,40,0,0,0,51.6666666666667,105,9
YJL094C,525.807692307692,2487,52,0,0,0,40.2,63,5
YJL095W,460.66265060241,3993,83,0,0,0,57.3333333333333,123,9
YJL096W,53.5714285714286,216,7,33,33,1,0,0,0
YJL097W,87.6,279,10,0,0,0,60,186,5
YJL098W,449.936842105263,2889,95,0,0,0,37.7142857142857,66,7
YJL099W,516.734693877551,2103,49,0,0,0,72.75,147,4
YJL100W,158.545454545455,906,33,15,15,1,48,102,7
YJL101C,466.636363636364,1878,44,12,12,1,44.4,99,10
YJL102W,386.529411764706,2280,51,33,42,3,43.875,90,8
YJL103C,280.714285714286,1380,35,0,0,0,74,129,6
YJL104W,93.6,234,5,0,0,0,0,0,0
YJL105W,301.852941176471,1575,34,0,0,0,52.2857142857143,114,7
YJL106W,351.272727272727,1713,44,0,0,0,22.8,39,5
YJL107C,56.7931034482759,207,29,69,69,1,36.75,120,16
YJL108C,265.5,954,24,54,54,1,61.2857142857143,129,7
YJL109C,649.674418604651,4911,86,0,0,0,75.6666666666667,186,9
YJL110C,307.03125,1437,32,0,0,0,37.5,78,16
YJL111W,240.078947368421,1329,38,0,0,0,27.4285714285714,75,7
YJL112W,177.326086956522,1845,46,0,0,0,47.7,108,10
YJL113W,667.555555555556,4620,108,18,21,2,14.25,21,4
YJL114W,55.2,444,15,0,0,0,26.25,84,12
YJL115W,73.695652173913,180,23,0,0,0,27.9,45,10
YJL116C,154.607142857143,681,28,0,0,0,33.75,108,12
YJL117W,87.8,336,15,18,24,2,25.7142857142857,42,7
YJL118W,205,570,9,25.5,42,2,65.25,192,4
YJL119C,108.857142857143,225,7,0,0,0,0,0,0
YJL120W,124,204,3,0,0,0,0,0,0
YJL121C,189.529411764706,606,17,9,9,1,43.5,138,6
YJL122W,57.5,168,6,0,0,0,0,0,0
YJL123C,123.681818181818,1356,22,0,0,0,52.8,132,5
YJL124C,109.2,333,10,0,0,0,0,0,0
YJL125C,144.230769230769,1056,26,12,12,1,34.8,99,10
YJL126W,114.705882352941,375,17,15,15,1,63.75,144,8
YJL127C,403.4,1875,45,48,48,1,33.3333333333333,63,9
YJL127C-B,0,0,0,0,0,0,0,0,0
YJL127W-A,108,108,1,0,0,0,0,0,0
YJL128C,289.971428571429,1680,35,33,33,1,41,78,3
YJL129C,591.75,3690,88,0,0,0,33,39,3
YJL130C,918.367346938776,6606,147,0,0,0,40.8,129,10
YJL131C,161,1032,21,30,30,1,49.5,96,8
YJL132W,385.5,2001,46,0,0,0,34,78,6
YJL133C-A,59,141,3,0,0,0,0,0,0
YJL133W,243.714285714286,891,21,0,0,0,81,129,6
YJL134W,308.111111111111,1101,27,9,9,1,49,108,6
YJL135W,190.5,288,4,0,0,0,0,0,0
YJL136C,83.4,174,5,0,0,0,0,0,0
YJL136W-A,24,60,4,0,0,0,0,0,0
YJL137C,185.833333333333,678,18,0,0,0,15.6,24,5
YJL138C,397.857142857143,1110,21,0,0,0,69.75,102,4
YJL139C,239.3,1230,30,0,0,0,34.5,75,8
YJL140W,86.0625,327,16,42,42,1,61.1538461538462,105,13
YJL141C,534.58064516129,2379,31,0,0,0,57,126,4
YJL142C,240,387,6,0,0,0,0,0,0
YJL143W,129.666666666667,408,9,24,24,1,0,0,0
YJL144W,201,201,1,0,0,0,0,0,0
YJL145W,120,432,14,0,0,0,52.7142857142857,132,7
YJL146W,269.590909090909,1248,22,21,21,1,44.4,123,5
YJL147C,41.8421052631579,210,19,10.5,12,2,18.6666666666667,39,9
YJL148W,145.2,465,10,10.5,12,2,24,78,7
YJL149W,369.285714285714,1824,42,0,0,0,37,66,3
YJL150W,120,228,2,0,0,0,0,0,0
YJL151C,104,366,12,18,21,2,0,0,0
YJL152W,18,24,2,0,0,0,0,0,0
YJL153C,294.529411764706,1398,34,0,0,0,66,159,9
YJL154C,590.45,2775,60,45,54,2,37.8,54,5
YJL155C,218.90625,1308,32,25.5,30,2,44.5714285714286,105,14
YJL156C,409.142857142857,1866,42,0,0,0,60,96,9
YJL156W-A,86.25,189,4,0,0,0,0,0,0
YJL157C,464.473684210526,2343,57,0,0,0,49.5,60,2
YJL158C,36.6,102,5,0,0,0,48,102,3
YJL159W,126.9375,279,16,30,30,1,100.5,240,6
YJL160C,109.090909090909,762,11,0,0,0,50.1428571428571,120,7
YJL161W,47.5714285714286,102,7,0,0,0,0,0,0
YJL162C,201.675,1353,40,0,0,0,29.625,57,8
YJL163C,495.96,1638,50,18,18,1,45.9,105,10
YJL164C,265.578947368421,852,19,24,24,1,55.5,96,6
YJL165C,294.716417910448,2247,67,30,30,1,44.25,87,8
YJL166W,132,258,6,0,0,0,0,0,0
YJL167W,205.090909090909,966,22,0,0,0,24.8571428571429,69,7
YJL168C,318.255319148936,2007,47,18,18,1,57.5,141,12
YJL169W,57.6428571428571,144,14,0,0,0,0,0,0
YJL170C,140.307692307692,552,13,18,18,1,30,93,8
YJL171C,192.51724137931,1161,29,0,0,0,31.3333333333333,75,9
YJL172W,184.147058823529,1560,34,27,27,1,41.7272727272727,81,11
YJL173C,70.125,213,8,21,21,1,0,0,0
YJL174W,153.692307692308,690,13,6,6,1,39,111,5
YJL175W,33,33,1,0,0,0,0,0,0
YJL176C,410.264150943396,2238,53,0,0,0,60.75,105,8
YJL177W,57.75,183,4,0,0,0,0,0,0
YJL178C,105.315789473684,591,19,26,57,3,24,57,11
YJL179W,116.5,309,6,0,0,0,0,0,0
YJL180C,126.714285714286,591,21,0,0,0,32.6666666666667,87,9
YJL181W,215.090909090909,1566,33,0,0,0,56.5714285714286,156,7
YJL182C,34.5,39,2,0,0,0,0,0,0
YJL183W,121.4,981,30,0,0,0,20.6666666666667,42,9
YJL184W,82,291,6,34.5,51,2,0,0,0
YJL185C,83.5714285714286,291,14,0,0,0,81.3,291,10
YJL186W,177.236842105263,1263,38,0,0,0,45.75,69,4
YJL187C,377.25,2424,48,0,0,0,130,279,9
YJL188C,34.2857142857143,66,7,30,45,2,0,0,0
YJL189W,59,120,3,0,0,0,0,0,0
YJL190C,84,273,6,27,45,2,0,0,0
YJL191W,169.5,279,4,0,0,0,0,0,0
YJL192C,196,513,9,48,48,1,26.4,48,5
YJL193W,176.7,762,20,12,12,1,51.5,126,6
YJL194W,327.48,1278,25,30,30,1,33.6,60,5
YJL195C,163.333333333333,639,9,0,0,0,53,126,6
YJL196C,282.333333333333,723,18,0,0,0,48.6,78,5
YJL197C-A,100,141,3,0,0,0,0,0,0
YJL197W,516.743362831858,3660,113,12,18,2,31.4,93,15
YJL198W,492.5,2589,48,48,48,1,62.5714285714286,123,7
YJL199C,129,294,3,54,54,1,0,0,0
YJL200C,414.923076923077,2313,52,0,0,0,43.5,78,4
YJL201W,327.5,1647,30,0,0,0,38.6666666666667,96,9
YJL202C,49.5,51,2,48,48,1,0,0,0
YJL203W,163.235294117647,687,17,0,0,0,31.9090909090909,63,11
YJL204C,226.421052631579,2367,38,12,12,1,51.8571428571429,111,7
YJL205C,76,105,3,0,0,0,0,0,0
YJL206C,417.75,2238,32,0,0,0,27,63,8
YJL207C,969.95,5508,120,18,18,1,55.8461538461538,162,13
YJL208C,116.357142857143,537,14,0,0,0,64.2857142857143,102,7
YJL209W,382.785714285714,1917,42,0,0,0,39,120,9
YJL210W,135.947368421053,678,19,0,0,0,58.1538461538462,153,13
YJL211C,25,45,3,0,0,0,0,0,0
YJL212C,471.255319148936,2319,47,0,0,0,111,171,3
YJL213W,182.85,990,20,0,0,0,47.625,138,8
YJL214W,475.628571428571,1506,35,19.5,21,2,64.2857142857143,156,7
YJL215C,72.6,114,5,57,57,1,0,0,0
YJL216C,263.377358490566,1554,53,42,42,1,40.8,117,10
YJL217W,80.6,354,15,12,12,1,0,0,0
YJL218W,43.6363636363636,207,11,25,30,3,0,0,0
YJL219W,416.625,1506,32,27,39,2,47.5,102,6
YJL220W,76.5,180,6,0,0,0,0,0,0
YJL221C,289.692307692308,1656,39,0,0,0,83.25,207,8
YJL222W,498.111111111111,4194,108,0,0,0,35.5714285714286,75,7
YJL222W-A,42,42,1,0,0,0,0,0,0
YJL222W-B,50.5,132,6,0,0,0,0,0,0
YJL223C,144,210,3,0,0,0,0,0,0
YJL225C,1037.88235294118,5085,102,0,0,0,7.5,9,2
YJL225W-A,136.8,480,5,18,18,1,0,0,0
YJR001W,351.794117647059,1677,34,45,45,1,61.5,147,10
YJR002W,194.234042553192,1419,47,21,21,1,77.7857142857143,219,14
YJR003C,314.111111111111,1332,27,0,0,0,21,39,6
