,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
YOR025W,-5.6,-8.4,-9.1,-8.6,-5.1,-3.6,-2.9,-3.4,-5.7,-6.2,-8.1,-5.2,-6.2,-8.6,-10.7,-12.1,-15.6,-7.2,-9.1,-5.6,-5,-6,-3.9,-4.5,-3,-3.3,-5.2,-6.5,-6.4,-5.6,-2.5
YGL245W,-1.2,-5.5,-5.7,-7.1,-2.3,-7.5,-7.5,-3.5,-9,-6.7,-7.1,-6.8,-4.8,-6.5,-5.1,-5.4,-3.1,-4,-7.1,-8.9,-2.4,-9.4,-9.7,-7.1,-2.6,-1.2,0,-0.2,-2.7,-2.7,-4.9
YLR107W,-8.8,-9.7,-12.2,-4.3,-4.3,-1.7,-2,-3.9,-3.9,-0.7,-1.3,-1.3,0,-3.3,-1.6,-5,-4.9,-5.4,-5.6,-4.1,-7,-4.9,-8.4,-4,-6,-3.4,-8,-7.2,-2.7,-1.6,-1
YAL061W,-7.5,-3.1,-3.1,0,-11.6,-11.6,-5.6,-7.3,-4.4,-5.1,-9.5,-8.6,-8.6,-6.3,-10.8,-3.1,-2.6,-4.4,-14.9,-16.2,-11.7,-14,-9.1,-3.8,-3.2,-1.6,-13.1,-13.3,-7.5,-8.5,-7.8
YNR072W,-6.1,-8.7,-7.6,-9.6,-5.2,-6,-7.8,-6.7,-6.7,-4.5,-6.7,-3,-11.7,-10.7,-3.8,-1.5,-1.2,-3.9,-8.9,-11.8,-11.3,-9.3,-4.6,-1.8,-3.5,-3,-4,-2.7,-6.7,-2.3,-3.9
YDL036C,-3.2,-1.6,-6.2,-5.5,-2.1,-5.1,-7.5,-19.9,-12.2,-6,-3.9,-2.1,-1.4,-0.1,-0.1,0,0,-2.6,-3.3,-3.3,-3.1,-1.7,-1,-0.1,0,0,-0.7,-4.9,-7.1,-2.8,-2.8
YNL138W-A,-3.9,-2.4,-2.5,-5.1,-2.6,-2.7,-2.2,-2.9,-1.8,-1.4,-0.9,-0.5,-6.6,-8.4,-6.7,-4.5,-5.4,-7.5,-2.9,-0.6,-4.9,-5.6,,,,,,,,,
YBR185C,-1.8,-2.2,-0.9,-7.4,-7.7,-0.6,-3.2,-3,-2.9,-0.4,0,0,-0.4,-2,-12.3,-9.5,-8.2,-7.1,0,-1.7,0,-4.6,-4.9,-6.1,-4,-3.4,-6.3,-5.5,-2.5,-3.2,-0.6
YLR046C,-3.3,-3.3,-7.6,-4.6,-3.6,-3.7,-0.4,-6,-6,-5.5,-7.4,-4.8,-4.8,-0.8,-2.9,-2.9,-3,-1.3,-3,-9.4,-10.5,-6.6,-0.3,-0.3,-3.2,-2,-3.2,-3,-3.2,-3.4,-5.9
YKL219W,-1.5,-1.5,-0.5,-2,-4.2,-8.5,-8.5,-0.5,-3.6,-4.3,-6.7,-3,-3,-2.8,-6.4,-1.5,-4.8,-2.1,-2.4,-3.1,-3.1,-1.1,-14,-3.2,-5.7,-3.6,-5.5,-5.5,-4.4,0,-4.1
YDR016C,-3.2,-4,-2.1,-2.1,-2.2,-4,-2.8,-2.4,-2.4,-6.9,-3.8,-5.6,-6,-5.7,-7.4,-8.5,-6.9,-7.4,-3.6,-3,-4.5,-11.9,-1.8,-0.7,-2.7,,,,,,
YGR260W,-1.3,-5.1,-7,-16.4,-10.3,-4,-1.2,-3.8,-5.7,-5.5,-3.6,-5.2,-6.1,-6.2,-5.9,-3.7,-6.1,-5.1,-5.7,-6.4,-6.8,-2.8,-6.8,-6.3,-4.4,-1.7,-7.3,-7.3,-4,-1.6,-1.8
YOR215C,-0.7,-0.2,-0.3,-0.3,-2.7,-8.2,-8.3,-8.4,-6.4,-4.3,-4.3,-4.3,-0.9,-3.2,-2.2,-1,-0.1,-4,-4.7,-7.7,-7.6,-6.2,-2.7,-1.2,-6,-8.5,-8.5,-8.5,-5.1,-3.3,-4.6
YOR360C,-3.3,-6.7,-6.3,-6.5,-3.3,-4.8,-4.3,-3.9,-3.7,-1.8,-6.1,-5.7,-4.1,-3.9,-7.2,-7.1,-6.2,-6,0,-3.7,-4.3,-2.6,-2.5,0,-1.6,-1.5,-1.6,-3.6,-6.1,-5,-3.9
YDR188W,-1.8,-3.5,-11.4,-4.6,-8.6,-4.4,-5,-7.2,-10.8,-9.2,-8,-10.2,-6.2,-5.8,-6.7,-10.9,-7.7,-7.3,-7.4,-8.5,-11.9,-13.2,-6.9,-8.3,-7,-9.4,-12,-8.1,-11.8,-8,-9.3
YLR264W,-3,-3.5,-4.7,-4.8,-5.9,-5.2,-5.6,-12.7,-4.6,-4.6,-6.2,-5.9,-4.6,-5.7,-3.3,-4.3,-4.4,,,,,,,,,,,,,,
YMR006C,-2,-2.5,-5,-4,-6.6,-8.4,-7.6,-7.5,-6.9,-2.4,-0.8,-5.1,-5.9,-5.5,-3.5,-4.5,-1.4,-0.1,-1.5,-3.9,-3.6,-0.6,-6.2,-1,-1.5,-2.9,0,-3.2,-4.9,-4.3,-5.9
YPR139C,-5.3,-7.2,-5.9,-5.2,-1.6,-4.5,-5.5,-8.5,-6.4,-4.7,-7.3,-3.4,-1.6,-3.1,-3.1,-4.6,-3.6,-5.7,-2.9,-1.3,-1.9,-1.3,-1.3,-2.4,-2.7,-5.4,-4.7,-4.6,-2.8,-0.8,-3.8
YER126C,-1.1,-4.2,-1,0,0,0,-6.1,-6.7,-6.5,-9.3,-6.8,-4.3,-3.7,-3.9,-5.6,-3.4,-3.6,0,-1.7,-3.6,-3.6,-7.9,-11.7,-9.9,-9.9,-7.6,-1.9,-1.2,-1.2,-1.2,-2.1
YHR151C,-5,-0.9,-4.9,-6.4,-6.5,-8.1,-3.7,-6.8,-9,-8.4,-7.2,-7.6,-6.4,-7,-7.1,-7.8,-4,-7.8,-10,-11,-7.6,-4.1,-3.7,-3.5,-3.5,-3.4,-2.6,-2.5,-2.9,-3.7,-6.5
YER119C,-5.2,-6.6,-9,-6.5,-20.1,-9.8,-8.3,-4.7,-6.8,-2.5,-5.1,-10.4,-8.9,-11,-10.3,-3.7,-5.7,-7.7,-10,-10,-5.8,-6.3,-5.5,-5.5,-5,-8.2,-5,-3.2,-8.2,-10,-9
YML104C,0,0,-5.2,-0.5,-1.4,-1.8,-2.5,-3,-5.3,-4,-4,-2.5,-1.2,-6.3,-3.2,-5.6,-1.9,-3.7,-1.9,-2.5,-3.1,-5.9,-3.7,-3.1,-3.1,-0.1,-1.2,-1.3,-0.2,-1.6,-3.4
YPL216W,-3.2,-2.7,-3.9,-6.7,-5.1,-3.2,-3.9,-0.1,-1.9,-2.1,-1.8,-0.1,0,-5.8,-3.9,-2.3,-4,-5,-5,-4.3,-3.9,-4.3,-3.5,-1.9,-2,-0.9,-2.5,-3.9,-5.2,-5.2,-9.1
YLR015W,-6.6,-7.9,-2.8,-3.8,-2.2,-5.7,-5.1,-3.4,-1,-1.6,-2.6,-2.8,-3.9,-3.4,-2.1,-1.3,-1.8,-4.6,-5.6,-4.7,-5.2,-6.5,-7.5,-7.5,-5,-8.7,-5.7,-4.6,-4.3,-1.8,-3.2
YMR073C,-8,-3.9,-4.5,-2.7,-7.9,-7.7,-7,-2.2,-1.6,-1.5,-2,-3.2,-3.8,-2.9,-3.9,-8.7,-13.4,-7.3,-8.4,0,-5,-5.6,-1.4,-4.3,-6.1,-6.1,-0.4,-1.7,-5.3,-3.6,-4
YNL160W,-4.2,-5.1,-8.4,-5.1,-1.1,-6,-2.9,-4.6,-3.8,-0.3,-1.9,-5.4,-5.4,-5.7,-3.7,-3.1,-0.1,-2.4,-5.1,-5.1,-7.3,-3.3,-7.3,-5.8,-5.8,-1,-1,-1.2,-3.6,-3.6,-2.7
YIL027C,-2.9,-3.7,-0.6,-2.2,-4,-4,-2.5,-2.8,-1.5,-5.8,-5.8,-4.7,-0.9,-4.6,-6,-8.6,-8.6,-3.3,-3.3,-1.3,-1.2,-4.4,-6.2,-8.2,-5.5,-0.6,0,-4.4,-4.6,-6.9,-4
YLR300W,-4.1,-6.2,-6.7,-4.2,-3.1,-2.1,-2.1,-4,-4.5,-4.5,0,-2.1,-7.3,-12.3,-7.7,-11,-8.1,-9.7,-3.6,-2.1,-4.9,-4.1,-4.2,-6.1,-6.1,-4.8,-2.9,-3.7,-6.1,-7.3,-6.5
YJR034W,-4.1,-4,-7.2,-4.6,-4.7,-5,-6.1,-5.4,-4.2,-3.9,-3.7,-5.8,-4.9,-2.6,-3.6,-5.7,-5.8,-7.1,-5.1,-8.3,-7.3,-6.4,-7.1,-6,-6.7,-6.9,-4.5,-3.5,-2.9,,
YLR409C,-11.8,-3.1,-2.9,-1.7,-8.3,-7.4,-1.9,-5.8,-6.1,-8.9,-5.3,-3.6,-3.4,-6,-2.4,-6.9,-4.1,-0.6,-1.9,-3.7,-3.7,-3.1,-1.7,-1.7,-1.2,-1.5,-3.3,-3.1,-1.5,-1.5,-2.8
YMR108W,-0.7,-4.5,-5.5,-6.4,-4.5,-2.2,-4.4,-8.4,-6,-2.6,-5.7,-0.4,-1.1,-4.3,-5.8,-5.6,-3.4,-4.4,-3.2,-4.3,-4.3,-5,-5,-3.6,-8.6,-3.5,-3,-3.2,-3.5,-2.2,-3.4
YOL166W-A,-5.9,-2.4,-1,0,0,0,-1.1,-2.6,-5,-5,-4.6,0,,,,,,,,,,,,,,,,,,,
YIL122W,-1.5,-0.2,-3.4,-4.2,-8.9,-7.6,-5,-2.7,-3.6,-5.7,-2.9,-1.8,-3.8,-1,-1.8,-1,-0.8,-0.5,-4,-5,-5,-0.6,-9,-9,-1.3,-0.2,0,0,-0.4,-7.9,-7.9
YOR107W,-7.1,-5,-7.7,-5.5,-5,-7.7,-6.4,-5.7,-5.3,-7.4,-7.9,-6.1,-1.4,0,-1.9,-4.3,-7.1,-4.5,-3,-2.3,-2.3,-3.4,-5.2,-7.8,-4.5,-3.2,-1.6,-2.6,-2.1,-4.4,-3.6
YIL005W,-3.3,-2.5,-1.1,-2.7,-1,-2.8,-7.7,-13.5,-11.9,-11.6,-2.1,-4.5,-4.5,-3.4,-4.8,-3.7,-1.1,-3.5,-5.1,-5.7,-7.2,-1.2,-0.9,-0.2,-4.3,-2.7,-7.2,-7.3,-2.9,-1.6,-0.5
YGR207C,-3.1,-3,-1.9,-7,-7,-1.8,-7.2,-7.4,-7.5,-8,-2.7,-6,-4.8,-4.6,-2.3,-0.8,-2.4,-2.4,-6.7,-5.4,-5.9,-5,-8.2,-4.3,-5,-5,-4.7,-8.1,-8.1,-8,-4.8
YBR049C,-2.8,-1.6,-5.4,-6.2,-4.8,-6,-6,-5.7,-0.9,-5.4,-1.3,-1.8,-0.9,-3,-2.1,-0.4,-2.1,-3.5,0,-0.8,-1.2,-1.3,-4.8,-5.8,-3.9,-4.1,-3.4,-2.1,-6.3,-3.8,-4.5
YDR003W-A,-3.1,0,-4,-4.5,-2.2,-5.1,-5.9,-5.2,-3.9,,,,,,,,,,,,,,,,,,,,,,
YMR188C,-7.2,-6.9,-8.5,-6.1,-1.9,-4.4,-1.1,-1,-1,-1.7,-3.8,-1.1,-0.8,-0.9,-1.8,-0.4,-5.8,-5.8,-7.6,-8.9,-4.7,-4.7,-2.6,0,-3.5,-1.7,-1.7,-1.7,-3.5,-4.8,-4.8
YAL062W,-2,-4.2,-8.4,-5.4,-4,-9.3,-0.2,-0.8,-1.6,-5.5,-5.5,-8.3,-6.6,-2.5,-4.6,-5.3,-5.3,-6.5,-8.2,-9.3,-11.4,-9.8,-10,-1.4,-5.7,-7.3,-6.3,-5.1,-4.6,-7.2,-8.7
YBL057C,-1.7,-4.3,-5.3,-4.3,-8.1,-9,-5.1,-5.6,-5.2,0,-0.8,-2,-2.9,-2.9,0,0,-4.3,-2.3,-0.6,-0.6,-5.8,-7,-2.3,-5.9,-5.6,-4.3,-7.7,-6.3,-4.5,-6.2,-8.3
YER173W,0,0,-5,-2.8,-2.8,-9.4,-2.3,-3.4,-7.7,-7.7,-3.9,-4.8,-2.3,-4.6,-4.6,-3,-5.6,-5,-8.2,-6.5,-6.3,-7.4,-2.7,-1.5,-1.1,-1.1,-2.1,-3.5,-3.3,-9.8,-8.2
YOL081W,-2.6,-2.1,-8,-8.5,-13.6,-4.3,-3.4,-4.4,-4.6,-7.7,-5.2,-11.8,-3.9,-5.3,-10.2,-5.6,-2.4,-3.3,-6.1,-4.6,-5.8,-8.3,-9.1,-13.6,-2.9,-2.4,-2.9,-3.5,-4.1,-3.3,-2
YHR132W-A,-6.8,-6.8,-5.5,-9.4,-8.5,-5.4,-4.8,-3.1,-0.3,-0.3,-4.6,-4.6,-3.9,-2.3,-4.3,-5.4,-7.2,-6,-6.5,-2.3,-5.7,-5.7,-2.1,-1.8,-0.2,-2,-3,-1.9,-2.2,-6.7,-6.2
YKL021C,-1.6,0,-0.4,-2.8,-2.8,-2.4,-4,-4,-3.1,-0.2,-5.7,-2.6,-1.1,-3.8,-6.5,-3.6,-1.6,-6.1,-5.6,-6.7,-7,-6.6,-3.5,-4,-0.5,-1.6,-1.2,-1,0,-0.8,-7.4
YGL236C,-3.2,-1.2,-1.7,-3.1,-5.3,-7,-4,0,-4.9,-9.9,-7,-10.5,-11.3,-17.8,-12.8,-8.9,-3.6,-5.1,-3.8,-4.6,-4.1,-5.1,-11.1,-13.4,-4.2,-6.8,-8.7,-5.8,-7.9,-7.2,-4.9
YPL259C,-3.2,-6,-8,-5.2,-3.1,-5.6,-1.7,-1.3,-1.1,-5.1,-7.4,-7.9,-3.7,-7.3,-5.3,-2.9,-1.8,-3,-4.1,-6.3,-11.6,-4.2,-3.7,-3.4,-5.5,-5.4,-5.3,-2.4,-0.9,-2.3,-0.9
YGR292W,-7.3,-3.7,-7.2,-7.2,-2.1,-0.5,-0.5,-5.8,-5.9,-7.2,-8.5,-0.9,-3.4,-2.9,-5.9,-4,-5.1,-5,-4.9,-4.5,-4.1,-2.2,-3.5,-5.2,-3.3,-4.6,-5.7,-3.9,-4.5,-4.9,-2.8
YBR039W,-6,-4.1,-5.8,-8,-5.3,-7.7,-6.7,-1.3,-6.5,-8.5,-6,-2.3,-4,-3.2,-0.2,-2.2,-1.8,-3.7,-3.3,-3.3,-3.8,-2.2,-3.7,-3.7,-4.1,-5.6,-6.5,-4,-4.2,-6.1,-7
YOR086C,-4.2,-4.6,-2.4,-0.8,-4.3,-2.2,-0.6,-3.3,-3.3,-1.5,-1.6,-8.8,-10.5,-5.7,-6.7,-9.1,-9.5,-7.9,-5,-8.6,-4.8,-2,-0.1,-0.9,-3,-1.3,-5.5,-1.7,-4.6,-10.8,-8.2
YHR085W,-0.8,-3.3,-3.8,-3.4,-3,-2.1,-6.4,-4.2,-3.9,-1.5,-1.6,-1.5,-1.1,-1,-1.7,-1.4,-1.5,-3,-2.2,-1.6,-1.7,-1.7,0,-2.2,-1.3,0,-2,-3.5,-5.6,-7.2,-7.5
YCR068W,-3.2,-3.8,-9.7,-6.7,-7.2,-5.1,-2,-2.7,-1.6,-9.5,-9.3,-3.9,-7.9,-7.4,-9.8,-5.1,-7.8,-6.1,-6.2,-7.3,-10.6,-12.6,-12.4,-11.8,-7.1,-3.9,-1.9,-2,0,-4.2,-2.2
YOR209C,-4.8,-3,-3.6,-13.3,-2.4,-2.4,-3.3,0,-1.4,-1.4,-6.5,-8,-10,-6.4,-5,-4.2,-5.9,-4,-2.9,-0.8,-0.6,-4.3,-6.1,-5.5,-2.3,-2.3,-2.9,-2.1,-6.9,-6.8,-6.6
YDL136W,-2.5,-0.5,-3.5,-3.4,-4.3,-8.1,-8.1,-3.7,-4.5,-4.5,-2.9,-3,0,-9,-2.5,-2.7,-1.4,-0.6,-0.3,-2.8,-3.3,-7.2,-2,-3.7,-10.9,-10.9,-10.4,-7.5,-3.6,-1.2,-3.7
YDL246C,-2.8,-2.4,-5.5,-4.5,-4.5,-2.8,-1.4,-1.4,-2.1,-2.2,-8.9,-6.5,-8.5,-3.5,-4.2,-7.3,-5.1,-2.7,-6.8,-3.6,-5.5,-5.8,-5.8,-9.9,-8.5,-5.3,-5.2,-7.3,-5.1,-5,-4.1
YGR225W,-3.7,-2.9,-0.6,-4.8,-3.9,-4.2,-6.4,-1.6,-2,0,0,-1.8,-6.3,-4.6,-3.8,-3.2,-7.1,-1.6,-1.3,-2,-1.4,-2.2,-2.3,-0.4,-1.1,-1.6,-2.5,-4.1,-5.5,-6.7,-4.8
YJR073C,-3.2,-0.4,-0.3,-0.8,-3.9,-4.9,-5.7,-5.7,-10.3,-5.6,-6.4,-4.3,-4.3,-9.3,-11.8,-9.4,-10.6,-7.4,-5.7,-8,-5.9,-5,-5.5,-6.4,-7.3,-8.5,-6.1,-8,-11.1,-8.8,-4.7
YOL115W,-9.2,-5.8,-7.4,-1.9,-1.9,0,0,0,-1.2,-0.8,-2.1,-2.6,-5.9,-3.2,-1.6,-1.6,-0.5,-3.7,-5.4,-3.8,-3.5,-3.5,-3.7,-6.4,-9.9,-4.6,-1.3,-1.3,-2.2,-6.2,-2.2
YMR310C,-7.8,-7.9,-4.6,-2.9,-1.3,-2.1,-4.8,-4.8,-3.4,-2.1,-3.3,-4,-4,-2.7,-0.4,-5.7,-7.9,-7.4,-3.2,-1.7,0,-2.9,-2.9,-2.1,0,0,-0.4,-0.7,-1,-1.3,-1.3
YBL001C,-4.3,-8.3,-11.9,-6.4,-6.4,-1.7,-2.6,-4.1,-2.2,-1.2,-6,-6,-2.4,-2.7,-2.9,-4.6,-8.2,-6.5,-4.8,-0.7,-4.6,-4.6,-4.8,-3.9,-4.3,-2.6,-3.5,-2,,,
YDR374W-A,-4.8,-4.8,-5.9,-5.3,-5.2,-10.8,-6.7,-8,-1.4,-1.4,-3.2,-1.7,-5.6,-5.6,-3.6,-4.1,-4.7,-11.5,-3.9,-4.7,-3.9,-5.7,-5.4,-5.2,,,,,,,
YDR205W,-4.5,-5.4,-3.9,-0.4,-2,-1.7,-3.8,-3.8,-1,-1.9,-8.6,-9.4,-9.7,-5.3,-1.9,-5,-2.3,-1.8,-1.8,-1.5,0,0,0,-3.3,-1.1,-2.6,-8.7,0,-0.6,-0.6,-7.5
YPR179C,-0.5,-1.6,-1.6,-2,-4.4,-4.4,-6.7,-4.1,-7.1,-1.1,0,0,-0.6,-1.3,-3.7,-3.1,-2.5,-5,-5.5,-3.1,-3.1,-6.2,-7.4,-3.8,-3.3,0,0,0,-0.7,-4.2,-4.5
YGR279C,-0.7,-0.7,-4.4,-3.7,-3.7,-4.5,-7.7,-7.6,-7.8,-5.9,-0.8,-3.9,-4.6,-5.1,-6.1,-4.4,-3.9,-5.1,-5.4,-3.7,-8.5,-8.8,-8,-8.8,-5.1,-3.8,-4.7,-5.1,-5.6,-2.9,-2.9
YOL075C,-6.8,-3.7,-0.4,-0.4,-0.4,0,-7.9,-3.6,-4.7,-2.4,-2,-1.3,-2.5,-9.4,-15.7,-14,-6.5,-4.7,-6.7,-7.4,-4.9,-5.5,-4.8,-6.7,-5.1,-4.9,-6,-4.4,-5.7,-11.1,-14.3
YPR094W,-1.3,-2.9,-7,-9.3,-6.5,-2.2,-3.6,-3.4,-3.5,-2.1,-4.2,-1.3,-1.3,-5.1,-4.3,-2.8,-1.4,-2.1,-2.8,-8.6,-10.1,-5.7,-6.8,-5.7,-4.5,-11.8,-2.3,-2.7,-2.7,,
YPR152C,-7,-6.8,0,0,-0.4,-2,-3.6,-4.3,-1.6,-1.6,-1.6,-2.2,0,-1.1,-3,-5.8,-2.2,-4.3,0,-0.3,-1.7,-4.4,-6.8,-5.3,-6.4,-7.7,-7.7,-3.1,-2.9,-6.5,-5.8
YHL004W,-5.3,-4.8,-6.5,-4.3,-6,-3.8,-7.8,-8.7,-4.4,-5.3,-6,-5.1,-4.7,-3.5,-5.5,-1.9,-1.7,-1.7,-9.4,-2.3,-2.3,-4.2,-5.8,-3.6,-5.9,-5.1,-5.7,-4.1,-4.4,-8.5,-8.5
YAL026C,-0.8,-10.2,-9.8,-5.1,-4.3,-1,0,-2.6,-3.5,-3.5,-3.3,-2.5,-2.3,-4.5,-1.7,-3,-2.1,-2.1,-2.9,-2.8,-5,-5,-2.7,-9.9,-8.4,-6,-3.5,-1.1,-0.9,-1.9,-8.8
YJL219W,-4,0,-2.2,-6.7,-6,-1,-4.4,-1.9,-1.5,-2.8,-1.3,-1.3,-0.7,-0.5,-0.5,-0.7,-1.6,-5.7,-8,-6.4,-4.6,-5.7,-5.7,-6,-7.6,-9.8,-10.4,-8.5,-7.8,-2.3,-8
YDR082W,-1.7,-6.7,-2.7,-3.6,-4.9,-4.9,-4.5,-2.4,-2.4,-1.7,-1.7,-5.9,-4.5,-4.5,-4.5,-2.8,-3.2,-2.9,-8.3,-1.4,-5.3,-6.4,-5.3,-8.7,-8.1,-4.6,-1.7,-3.4,-2.3,-3.3,-8.3
YJR152W,-5.3,-0.9,-0.9,0,-2.6,-4.1,-5.3,-4.3,-4.1,-4.5,-2.5,-3.8,-5.6,-7.6,-8.4,-6.7,-8.9,-7.9,-2.1,0,-6.2,-6.2,-3.5,-5.8,-0.7,-4.2,-5.9,-4.3,-8.3,-6,-3.4
YKL103C,0,-0.8,-2.4,-11.7,-9.8,-1.7,-0.6,-0.6,-0.6,-0.7,-4.8,-6.7,-10.6,-5.7,-2,-2,-2,-0.9,-1,-1,-3.1,-3.4,-4.1,-1.1,-2.9,-4,-6.8,-5,-5.4,-5.4,-1.1
YEL037C,-3.5,-6.1,-6.1,-6.2,-5,-1.9,-4.2,-4.2,-2.1,-0.7,-0.7,-2.1,-2.2,-2.5,-3.6,-6.5,-6.5,-4.6,-8,-7.5,-9.9,-4,-1.2,-1.1,-4.9,-4.9,-5.2,-0.9,-1.9,-15.2,-18.6
YLR271W,0,-1.9,-1.9,-1,-0.6,-0.6,-2.1,-0.2,0,-0.6,-1.2,-4.3,-5.6,-0.8,-0.8,-1.3,-3.6,-3.6,-6.7,-3.3,-3.3,-0.9,-1.5,-9.2,-5.7,-0.1,-4.4,-2,-2,0,0
YJR122W,-1.6,-2.8,-4.3,-6,-2.2,-4.4,-1.7,-6.4,-4.8,-6.3,-3.7,-4.6,-6.1,-6.1,-6.1,0,-0.5,-2,-3.2,-2,-3.1,0,0,-0.4,-1.9,-2.5,-3.1,-7.7,-7.7,-3.1,-3.8
YPL192C,-5.3,0,0,0,0,-1.2,-3.4,-4.3,-4.1,-4,-2.9,-6.2,-2.3,-2.3,-3.6,-3.6,-4.6,-6.2,-5.5,-12.1,-4.7,-3.7,0,0,-0.1,-0.4,-2.2,-2.6,-2.7,-2.2,-4.6
YKR084C,-4,-3.2,-5.7,-4.9,-4.7,-0.7,-3,-0.4,-2.3,-1.9,-1.9,-2.2,-6.2,-5.6,-11.1,-2.6,-2.6,-5.5,-2.5,-9.1,-1.9,-1.1,-1.6,-1.3,-5,-7.1,-6.2,-6.9,-2.6,0,-3.3
YJL102W,-7.9,-7.9,-3.1,-0.9,-2.1,-2.7,-4.9,-4.9,-3.7,-4.1,-3.1,-3.2,-1.8,-3.3,-3.8,-4.4,-2.4,-8.4,-7.7,-3.8,-5.9,-5,-1.4,-4,-4,-2.4,-5.8,-3.1,-4.3,-3.4,-3.8
YGR215W,-2.5,-7.5,-7,-8.1,-4.2,-4.3,-3.1,-2.5,-2.4,-6.6,-5,-6.1,-6.3,-4.1,-4.4,-3.3,-2.1,0,-2.9,-5.5,-3.4,-2.6,-3.8,-3.7,-3.9,-4.1,-9.4,-5.9,-5.7,-5.7,
YKL050C,-7.7,-7.7,-5.5,-5.2,-3.6,-3.2,-3.1,-8.3,-4.3,-3.5,-3.3,-5.8,-1.6,-4.3,-2,-3.6,-3.6,-1.6,-5.8,-5.8,-5.5,-2.6,-5.6,-7.9,-4.6,-2.2,-0.8,-6.3,-6.6,-7.7,-7.7
YMR308C,-3.5,-3.3,-1.2,-5.2,-11.4,-1,-5.2,-8.7,-10,-1.7,-2,-2.3,-1.8,-6.8,-6.2,-6.2,-2.6,-9.3,-12,-5.3,-4.6,-2,-3.6,-0.7,-0.3,-1.8,-1.9,-1.8,-2.5,-1,-0.5
YGR133W,-9.6,-5.4,-4,-4.7,-3,-5.4,-1.5,-4.1,-7.6,-2.8,-8.4,-7.7,-11.6,-6.4,-4.7,-5.7,-5.7,-5.4,-3.8,-3.8,-0.9,-0.9,0,-0.3,0,0,-1.3,-2.7,-7.4,-7.4,-2
YMR316W,-3.9,-3.3,-5.6,-3.9,-4.3,-2,-1.3,-4.4,-4.4,-6.1,-3.4,-2.8,-7.5,-12,-7.9,-10.3,-3.3,-2.6,-1.5,-3.5,-2.7,-2.3,-5.4,-4.2,-10.6,-1.7,-5.5,-7.3,-8.1,-5.1,-4.6
YOL018C,-5.2,-0.8,-1.6,-1.6,-8.8,-6.9,-8.8,-4.8,-6,-6.3,-5.9,-9.5,-6.1,-3.8,-2.7,-0.1,-2.2,-3.4,-1,-5.5,-1.6,-5,-3.6,-5,-3.9,-2.4,-2.2,-7.9,-3.8,-5.9,-9.6
YJR021C,-3,-7.1,-8.2,-8,-6,-4.6,-6.8,-1.1,-3.3,-7.4,-8.7,-5.7,-4.5,-4.2,-2,-3.5,-5.5,-3.1,-3,-5.5,-5.5,-2.6,-2.8,-2.8,0,-0.3,-3.2,-5.1,-5.1,-2.1,-3.8
YIL105W-A,-4.8,-4.1,-7.2,-7.2,-6.2,-3.7,0,0,-2.8,-3.1,-5.1,,,,,,,,,,,,,,,,,,,,
YJL124C,-7.2,-5.4,-4.9,-3.6,-1.5,-0.4,-1.3,-4.9,-5,-1.6,-0.6,-3.1,-5.7,-5,-4.5,-6.4,-6.6,-3.9,-2.6,-2,-0.7,-10,-9.1,-2.9,-2.7,-5.9,-6.3,-4,-8.6,-10.7,-5.9
YPR112C,-3.5,-5.6,-7.5,-3.7,-1.6,0,0,-1.3,-5.5,-3.7,-2.8,-2.3,-4,-3,-3,-4.6,-2.7,-3.8,-3.5,-4.6,-8.5,-5.4,-0.2,-10.1,-9.9,-6.4,-4.9,-6.8,-4.9,-2.9,-3.6
YHR075C,-2.7,-2.7,-3.5,-3.3,-5.6,-5.6,-3.1,-1.5,-3.5,-5.7,-7.6,-3.8,-3.9,0,-4.4,-5.9,-4.4,-3.4,-4.4,-4,-3.5,-3.5,-4.9,-2.5,-2.8,-4.3,-3.9,0,-0.1,0,0
YHR068W,-2.7,-4.7,-6.3,-5.4,-6.8,-8.8,-3.6,-2.2,-11.4,-6.7,-1.1,-1.3,-0.6,-5.4,-8.1,-6.7,-10.8,-3.4,-4.6,-8.8,-2.3,-2.3,-3.8,-1.2,-6.2,-5.8,-8.3,-6.2,-3.4,-3.4,-2.4
YDR184C,-1.3,-2.6,0,-4.5,-6,-3.3,-3.3,-5.1,-1.9,-4,-0.7,-4.9,-6,-4.3,-2.3,-2.3,-2.1,-0.4,-3.2,-0.8,-0.5,-2.6,-2.6,-0.3,-1.8,-1.9,-9.5,-5.5,-9.2,-7.9,-7.9
YKR102W,-10.1,-2.6,-2.5,-5.4,-7.7,-6.6,-9.5,-7.5,-5.1,-2.2,-3.6,-3.6,-0.8,0,0,-1.7,-8.3,-6.4,-6.7,-11,-4.3,-2.7,-3.2,-2.5,-3.6,-6.3,-6.3,-2,-7.6,-3.4,-9.8
YMR028W,0,0,0,0,-3.4,-1.8,-3.7,-2.2,-3.3,-3.3,0,0,-1.5,-2.2,-2.5,-6.3,-6.4,-5.4,-3.6,-8.5,-2.3,-2.9,-1.5,-3.6,-6.9,-8.7,-5.1,-4.6,-3.1,-3.4,-3.4
